wip,over_time,smv,quarter,incentive,idle_men,no_of_workers,team,targeted_productivity,no_of_style_change,department,idle_time,actual_productivity
541,7140,30.1,4,38,0,59,5,0.8,0,1,0,0.800137255
709,6960,30.1,4,45,0,58,7,0.75,1,1,0,0.750770115
1100,3960,18.79,4,45,0,33,6,0.75,0,1,0,0.75065101
826,2820,11.41,4,0,0,58,11,0.75,2,1,0,0.750293939
577,2160,30.33,4,30,0,58,2,0.7,1,1,0,0.700623
1094,6840,29.4,4,40,0,57,8,0.7,2,1,0,0.700614035
1228,6960,29.4,4,30,0,58,3,0.7,2,1,0,0.700362069
1641,6000,18.79,4,40,0,50,9,0.7,1,1,0,0.60128
1583,6000,21.25,4,0,0,50,10,0.7,1,1,0,0.417916667
,960,2.9,4,0,0,8,6,0.8,0,2,0,0.3715625
,960,2.9,4,0,0,8,9,0.8,0,2,0,0.3715625
,960,5.13,4,0,0,8,2,0.8,0,2,0,0.36871875
,960,5.13,4,0,0,8,7,0.7,0,2,0,0.356458333
,1800,2.9,4,0,0,15,10,0.7,0,2,0,0.902222222
,1440,4.6,4,0,0,12,3,0.8,0,2,0,0.811388889
1062,4080,15.26,4,50,0,34,12,0.8,0,1,0,0.800401961
450,7140,30.1,4,50,0,60,5,0.8,0,1,0,0.800137255
901,6480,30.1,4,50,0,59,4,0.8,1,1,0,0.800071839
,960,4.6,4,0,0,8,8,0.7,0,2,0,0.791458333
739,5640,30.1,4,45,0,59,7,0.75,1,1,0,0.750727326
913,3360,18.79,4,45,0,33,6,0.75,0,1,0,0.75065101
698,3360,11.61,4,34,0,57,11,0.75,2,1,0,0.750437269
1172,5340,29.4,4,45,0,60,3,0.75,2,1,0,0.750176991
,1800,2.9,4,0,0,15,6,0.75,0,2,0,0.726933333
,1800,2.9,4,0,0,15,9,0.7,0,2,0,0.726933333
408,1680,30.33,4,30,0,59,2,0.7,1,1,0,0.700623
1079,4560,29.4,4,40,0,58,8,0.7,2,1,0,0.700518519
1068,3000,18.79,4,30,0,52,9,0.7,1,1,0,0.700256795
,960,2.9,4,0,0,8,11,0.7,0,2,0,0.5046875
1834,6360,21.25,4,0,0,53,10,0.7,1,1,0,0.471108491
,960,3.9,4,0,0,8,2,0.7,0,2,0,0.325
708,5040,22.53,4,0,0,42,1,0.6,1,1,0,0.268214286
1085,6240,18.79,4,56,0,52,9,0.75,1,1,0,0.970816667
,1080,4.6,4,0,0,9,5,0.8,0,2,0,0.902962963
,2400,4.6,4,0,0,20,3,0.8,0,2,0,0.900833333
,1800,4.6,4,0,0,15,12,0.8,0,2,0,0.899555556
,1200,2.9,4,0,0,10,10,0.7,0,2,0,0.845833333
323,4080,30.1,4,50,0,59,4,0.8,1,1,0,0.800808642
1053,4080,15.26,4,50,0,34,12,0.8,0,1,0,0.800401961
786,7080,30.1,4,50,0,59,7,0.8,2,1,0,0.800115819
1003,3960,18.79,4,45,0,33,6,0.75,1,1,0,0.75065101
635,3360,11.61,4,45,0,57,11,0.75,0,1,0,0.750503571
1283,6960,29.4,4,45,0,58,3,0.75,2,1,0,0.750206897
847,6960,29.4,4,30,0,58,8,0.7,1,1,0,0.700362069
361,3960,30.33,4,30,0,58,2,0.7,1,1,0,0.700069811
1653,6240,21.82,4,0,0,52,10,0.7,2,1,0,0.700058333
,960,4.6,4,0,0,8,7,0.75,0,2,0,0.676666667
,960,4.6,4,0,0,8,8,0.7,0,2,0,0.658541667
15,1200,30.1,4,49,0,59,5,0.8,1,1,0,0.598792339
762,5040,22.53,4,0,0,42,1,0.65,1,1,0,0.581130952
,960,3.9,4,0,0,8,2,0.7,0,2,0,0.440375
,960,2.9,4,0,0,8,6,0.75,0,2,0,0.410833333
,960,2.9,4,0,0,8,9,0.7,0,2,0,0.410833333
,6300,4.6,4,0,0,15,3,0.8,0,2,0,0.921703704
,7560,4.6,4,0,0,18,5,0.8,0,2,0,0.921604938
694,4080,30.1,4,50,0,59,7,0.8,1,1,0,0.800808642
816,2820,11.61,4,50,0,57,11,0.8,2,1,0,0.800516667
1065,4080,15.26,4,63,0,34,12,0.8,0,1,0,0.800401961
,3360,3.94,4,0,0,8,1,0.5,0,2,0,0.768847222
912,3960,18.79,4,45,0,33,6,0.75,0,1,0,0.75065101
1244,6840,29.4,4,45,0,57,3,0.75,2,1,0,0.750473684
1020,5640,18.79,4,45,0,52,9,0.75,1,1,0,0.750371895
916,6960,29.4,4,56,0,58,8,0.75,2,1,0,0.750206897
1591,3240,21.82,4,0,0,52,10,0.7,1,1,0,0.700251773
398,6960,30.33,4,0,0,58,2,0.7,1,1,0,0.66237931
,3780,4.6,4,0,0,9,12,0.8,0,2,0,0.590617284
,960,3.9,4,0,0,8,2,0.7,0,2,0,0.5565625
437,7080,30.1,4,32,0,59,4,0.8,2,1,0,0.495617514
413,6840,27.48,4,38,0,57,5,0.35,1,1,0,0.449964912
,3360,2.9,4,0,0,8,10,0.7,0,2,0,0.410833333
,960,2.9,4,0,0,8,9,0.75,0,2,0,0.4078125
1164,6600,26.66,4,23,0,55,1,0.35,2,1,0,0.378895152
,3360,4.6,4,0,0,8,8,0.75,0,2,0,0.376597222
,3360,2.9,4,0,0,8,6,0.75,0,2,0,0.271875
,6300,4.6,4,0,0,15,3,0.8,0,2,0,0.921703704
,7560,4.6,4,0,0,18,5,0.8,0,2,0,0.921604938
954,0,11.61,4,50,0,58,11,0.8,2,1,0,0.800779018
1194,1700,15.26,4,62,0,34,12,0.8,0,1,0,0.800260821
644,840,30.1,4,38,0,59,7,0.8,1,1,0,0.799982853
,3360,3.94,4,0,0,8,1,0.5,0,2,0,0.768847222
1144,4440,29.4,4,45,0,57,3,0.75,2,1,0,0.750716981
1012,3960,18.79,4,45,0,33,6,0.75,0,1,0,0.75065101
792,4560,29.4,4,56,0,58,8,0.75,2,1,0,0.750425926
841,6240,18.79,4,45,0,52,9,0.75,1,1,0,0.750395513
1448,6120,21.82,4,40,0,51,10,0.7,1,1,0,0.700236601
512,4560,30.33,4,0,0,58,2,0.7,1,1,0,0.700211111
,3780,4.6,4,0,0,9,12,0.8,0,2,0,0.590617284
,960,3.9,4,0,0,8,2,0.7,0,2,0,0.5565625
609,6840,27.48,4,30,0,57,5,0.5,1,1,0,0.550403509
1448,6840,26.66,4,30,0,57,1,0.5,2,1,0,0.550349708
556,6960,26.66,4,23,0,58,4,0.5,2,1,0,0.500258046
,3360,2.9,4,0,0,8,10,0.7,0,2,0,0.410833333
,960,2.9,4,0,0,8,9,0.75,0,2,0,0.4078125
,3360,4.6,4,0,0,8,8,0.75,0,2,0,0.376597222
,3360,2.9,4,0,0,8,6,0.75,0,2,0,0.271875
,10500,4.6,1,0,0,25,3,0.8,0,2,0,0.936355556
,3360,4.6,1,0,0,8,8,0.75,0,2,0,0.813611111
1106,4080,15.26,1,63,0,34,12,0.8,0,1,0,0.800401961
622,6240,29.4,1,56,0,57,8,0.75,0,1,0,0.75075
1193,3960,18.79,1,45,0,33,6,0.75,0,1,0,0.75065101
1143,6840,29.4,1,45,0,57,3,0.75,0,1,0,0.750473684
895,6240,18.79,1,34,0,52,9,0.75,0,1,0,0.750395513
549,6720,27.48,1,38,0,56,5,0.6,0,1,0,0.707446429
1393,5640,21.82,1,30,0,52,10,0.7,0,1,0,0.700236601
1578,6840,26.66,1,38,0,57,1,0.6,0,1,0,0.700019883
254,1800,30.33,1,0,0,58,2,0.7,0,1,0,0.683550607
347,0,11.61,1,50,20,57,11,0.8,0,1,4,0.682433036
,960,3.94,1,0,0,8,4,0.6,0,2,0,0.673083333
,3360,2.9,1,0,0,8,10,0.7,0,2,0,0.664583333
692,6840,26.66,1,23,0,57,4,0.6,0,1,0,0.600239766
,960,3.9,1,0,0,8,2,0.7,0,2,0,0.585
934,6960,30.1,1,0,15,58,7,0.8,0,1,3.5,0.579511494
,3360,3.94,1,0,0,8,1,0.6,0,2,0,0.448722222
,960,2.9,1,0,0,8,9,0.75,0,2,0,0.447083333
,3360,4.6,1,0,0,8,7,0.8,0,2,0,0.350416667
,1200,3.9,1,0,0,10,2,0.7,0,2,0,0.92885
,10080,4.6,1,0,0,24,3,0.8,0,2,0,0.86037037
,960,3.94,1,0,0,8,4,0.65,0,2,0,0.806879167
1527,6840,26.66,1,65,0,57,1,0.65,0,1,0,0.800579532
1035,4080,15.26,1,63,0,34,12,0.8,0,1,0,0.800401961
,1200,2.9,1,0,0,10,9,0.75,0,2,0,0.8004
632,0,11.61,1,50,0,57,11,0.8,0,1,0,0.800309211
1231,4680,29.4,1,50,0,57,3,0.8,0,1,0,0.800149813
616,7080,30.1,1,0,0,59,7,0.8,0,1,0,0.800115819
,3360,4.6,1,0,0,8,8,0.75,0,2,0,0.773333333
947,2880,18.79,1,34,0,33,6,0.75,0,1,0,0.750797009
551,6840,29.4,1,45,0,57,8,0.75,0,1,0,0.750473684
935,6240,18.79,1,45,0,52,9,0.75,0,1,0,0.750395513
832,6780,26.66,1,55,0,57,4,0.65,0,1,0,0.750254867
544,6720,27.48,1,34,0,56,5,0.65,0,1,0,0.700903571
1511,3600,21.82,1,30,0,51,10,0.7,0,1,0,0.70013604
,3360,2.9,1,0,0,8,10,0.7,0,2,0,0.632361111
,3780,4.6,1,0,0,9,12,0.8,0,2,0,0.607654321
,3360,3.94,1,0,0,8,1,0.65,0,2,0,0.537919444
,3360,4.6,1,0,0,8,7,0.8,0,2,0,0.342361111
,4200,4.6,1,0,0,10,7,0.8,0,2,0,0.999533333
,6300,4.6,1,0,0,15,3,0.8,0,2,0,0.902962963
601,0,11.41,1,50,0,56,11,0.8,0,1,0,0.800701754
1562,6960,26.66,1,60,0,58,1,0.7,0,1,0,0.800566092
983,4080,15.26,1,50,0,34,12,0.8,0,1,0,0.800401961
1156,6840,29.4,1,50,0,57,3,0.8,0,1,0,0.800333333
29,7080,30.1,1,50,0,59,7,0.8,0,1,0,0.800115819
950,6960,26.66,1,50,0,58,4,0.7,0,1,0,0.750770115
534,6840,29.4,1,56,0,57,8,0.75,0,1,0,0.750473684
1096,6240,18.79,1,34,0,52,9,0.75,0,1,0,0.750395513
402,3120,20.2,1,45,0,33,6,0.75,0,1,0,0.750212553
,3360,4.6,1,0,0,8,8,0.75,0,2,0,0.702777778
573,6840,27.48,1,30,0,57,5,0.7,0,1,0,0.700659649
1313,5040,21.82,1,30,0,51,10,0.7,0,1,0,0.699984417
,3780,4.6,1,0,0,9,12,0.8,0,2,0,0.636049383
,6300,3.9,1,0,0,15,2,0.4,0,2,0,0.567377778
,3360,3.94,1,0,0,8,1,0.7,0,2,0,0.555430556
,3360,3.94,1,0,0,8,4,0.7,0,2,0,0.555430556
,3360,2.9,1,0,0,8,10,0.7,0,2,0,0.463194444
,3360,4.6,1,0,0,8,5,0.7,0,2,0,0.354444444
,3360,2.9,1,0,0,8,6,0.75,0,2,0,0.309333333
157,5400,15.28,1,0,30,45,2,0.4,1,1,6.5,0.30277037
,1200,4.6,1,0,0,10,3,0.8,0,2,0,0.939166667
,960,4.6,1,0,0,8,8,0.8,0,2,0,0.930416667
,1080,4.6,1,0,0,9,12,0.8,0,2,0,0.885925926
,960,2.9,1,0,0,8,9,0.75,0,2,0,0.83375
,960,3.94,1,0,0,8,1,0.7,0,2,0,0.806879167
,960,3.94,1,0,0,8,4,0.7,0,2,0,0.806058333
433,0,11.41,1,38,0,56,11,0.8,0,1,0,0.800701754
961,4080,15.26,1,50,0,34,12,0.8,0,1,0,0.800401961
1169,6840,29.4,1,63,0,57,3,0.8,0,1,0,0.800333333
874,3960,30.1,1,50,0,59,7,0.8,0,1,0,0.800055762
1028,6960,26.82,1,60,0,58,4,0.7,0,1,0,0.799975862
1772,6960,26.82,1,50,0,58,1,0.7,0,1,0,0.750651724
1206,6240,18.79,1,34,0,52,9,0.75,0,1,0,0.750395513
586,6960,27.48,1,40,0,58,5,0.7,0,1,0,0.700424138
1334,5760,21.82,1,30,0,53,10,0.7,0,1,0,0.700058333
,8400,4.6,1,0,0,20,7,0.8,0,2,0,0.684888889
,960,4.6,1,0,0,8,5,0.7,0,2,0,0.592083333
,960,3.9,1,0,0,8,2,0.5,0,2,0,0.5403125
30,6840,29.4,1,0,0,57,8,0.8,0,1,0,0.433263158
261,5520,15.28,1,0,0,46,2,0.5,1,1,0,0.404144928
52,3960,18.79,1,0,0,33,6,0.75,0,1,0,0.332146465
,2640,4.6,1,0,0,22,8,0.8,0,2,0,0.980984848
,960,3.9,1,0,0,8,2,0.6,0,2,0,0.950625
,1200,2.9,1,0,0,10,11,0.8,0,2,0,0.927291667
,1080,4.6,1,0,0,9,12,0.8,0,2,0,0.868888889
,960,3.94,1,0,0,8,1,0.7,0,2,0,0.812625
,960,3.94,1,0,0,8,4,0.7,0,2,0,0.812625
,1800,4.6,1,0,0,15,3,0.8,0,2,0,0.810111111
455,3420,11.41,1,50,0,56,11,0.8,0,1,0,0.800701754
797,1800,29.4,1,63,0,57,3,0.8,0,1,0,0.800534979
959,4080,15.26,1,50,0,34,12,0.8,0,1,0,0.800401961
1373,6960,26.82,1,50,0,58,1,0.7,0,1,0,0.750651724
1228,6240,18.79,1,45,0,52,9,0.75,0,1,0,0.750395513
1117,7080,26.82,1,50,0,59,4,0.7,0,1,0,0.750050847
230,6960,27.48,1,40,0,58,5,0.7,0,1,0,0.700424138
1390,6000,21.82,1,30,0,50,10,0.7,0,1,0,0.700422
529,1320,15.28,1,0,0,46,2,0.6,1,1,0,0.600099145
,960,2.9,1,0,0,8,9,0.75,0,2,0,0.453125
834,1200,30.1,1,0,40,59,7,0.8,0,1,4,0.366053523
1450,2640,22.53,1,0,0,39,6,0.35,1,1,0,0.26369382
,1080,4.6,1,0,0,9,12,0.8,0,2,0,0.868888889
986,4080,15.26,1,75,0,34,12,0.8,0,1,0,0.850520588
1267,8160,26.82,1,70,0,58,1,0.7,0,1,0,0.850045
,6000,4.6,1,0,0,25,7,0.8,0,2,0,0.825444444
,2400,3.94,1,0,0,10,5,0.35,0,2,0,0.80575
1195,6960,26.82,1,60,0,58,4,0.7,0,1,0,0.800746552
983,6840,29.4,1,63,0,57,3,0.8,1,1,0,0.800578947
471,3420,11.41,1,50,0,58,11,0.8,0,1,0,0.800034503
,960,2.9,1,0,0,8,6,0.5,0,2,0,0.7975
1226,3480,18.79,1,45,0,51,9,0.75,0,1,0,0.749987124
1251,6000,21.82,1,30,0,50,10,0.7,0,1,0,0.700422
,960,3.94,1,0,0,8,1,0.7,0,2,0,0.664875
,960,3.94,1,0,0,8,4,0.7,0,2,0,0.664875
,960,2.9,1,0,0,8,11,0.8,0,2,0,0.657083333
626,4200,16.1,1,0,0,45,2,0.65,1,1,0,0.65024031
,3600,4.6,1,0,0,15,8,0.8,0,2,0,0.590740741
,1920,3.9,1,0,0,8,2,0.65,0,2,0,0.528125
1379,2280,23.41,1,0,0,39,6,0.5,1,1,0,0.500528095
541,6960,27.48,1,24,0,58,5,0.7,1,1,0,0.408960345
,1440,4.6,2,0,0,12,3,0.8,0,2,0,0.951944444
,1080,4.6,2,0,0,9,12,0.8,0,2,0,0.945555556
,1080,2.9,2,0,0,9,9,0.75,0,2,0,0.929074074
,960,3.94,2,0,0,8,1,0.75,0,2,0,0.890604167
,960,3.94,2,0,0,8,4,0.75,0,2,0,0.890604167
,1200,3.9,2,0,0,10,2,0.7,0,2,0,0.884
,960,3.94,2,0,0,8,5,0.5,0,2,0,0.857916667
1082,6840,26.82,2,65,0,57,4,0.75,0,1,0,0.850084211
1254,6960,26.82,2,65,0,58,1,0.75,0,1,0,0.85007069
1278,3360,30.1,2,50,0,57,3,0.8,1,1,0,0.800511068
1064,4080,15.26,2,63,0,34,12,0.8,0,1,0,0.800401961
313,3420,11.41,2,50,0,58,11,0.8,0,1,0,0.800034503
,960,2.9,2,0,0,8,11,0.8,0,2,0,0.755208333
1239,5640,18.79,2,45,0,52,9,0.75,0,1,0,0.750371895
1335,6000,21.82,2,30,0,50,10,0.7,0,1,0,0.700422
928,4800,16.1,2,30,0,45,2,0.7,1,1,0,0.700106061
1266,2520,23.41,2,23,0,38,6,0.6,1,1,0,0.601037091
869,6720,30.48,2,0,0,56,8,0.6,1,1,0,0.600528571
711,7080,26.82,2,23,0,59,5,0.5,1,1,0,0.500033898
,960,3.9,2,0,0,8,8,0.6,0,2,0,0.4509375
,960,2.9,2,0,0,8,10,0.7,0,2,0,0.441041667
,960,2.9,2,0,0,8,6,0.6,0,2,0,0.271875
,0,2.9,2,960,0,8,11,0.8,0,2,0,0.960625
,0,4.6,2,1080,0,9,12,0.8,0,2,0,0.902962963
,0,3.94,2,2880,0,12,5,0.6,0,2,0,0.864342593
1079,7020,26.82,2,65,0,58,4,0.75,0,1,0,0.850446154
1322,7140,26.82,2,65,0,59,1,0.75,0,1,0,0.850426891
,0,2.9,2,3600,0,15,9,0.75,0,2,0,0.841
964,5160,30.1,2,50,0,58,3,0.8,1,1,0,0.800842424
1132,4080,15.26,2,63,0,34,12,0.8,0,1,0,0.800401961
357,3420,11.41,2,50,0,58,11,0.8,0,1,0,0.800034503
,0,4.6,2,1440,0,12,3,0.8,0,2,0,0.795416667
,0,3.94,2,960,0,8,4,0.75,0,2,0,0.7953875
,0,3.94,2,960,0,8,1,0.75,0,2,0,0.794566667
1193,6240,18.79,2,45,0,52,9,0.75,0,1,0,0.750395513
817,5520,16.1,2,30,0,45,2,0.7,1,1,0,0.700516224
1576,6000,21.82,2,30,0,50,10,0.7,0,1,0,0.700422
,0,3.9,2,1200,0,10,2,0.7,0,2,0,0.6825
1262,4560,23.41,2,35,0,38,6,0.65,1,1,0,0.650962281
953,6720,30.48,2,26,0,56,8,0.65,1,1,0,0.650421429
919,7080,26.82,2,23,0,59,5,0.6,1,1,0,0.600040678
1161,6600,30.48,2,0,0,55,7,0.5,1,1,0,0.500610909
,0,2.9,2,960,0,8,10,0.7,0,2,0,0.477291667
,0,3.9,2,960,0,8,8,0.65,0,2,0,0.2640625
,1080,4.6,2,0,0,9,12,0.8,0,2,0,0.92
,1440,3.94,2,0,0,12,5,0.6,0,2,0,0.909391667
1574,7080,26.82,2,75,0,59,1,0.75,0,1,0,0.900061017
,1440,4.6,2,0,0,12,3,0.8,0,2,0,0.894444444
,960,3.94,2,0,0,8,4,0.75,0,2,0,0.881575
,960,3.94,2,0,0,8,1,0.75,0,2,0,0.880754167
1104,5880,26.82,2,65,0,59,4,0.75,0,1,0,0.850084211
,1800,2.9,2,0,0,15,9,0.75,0,2,0,0.821666667
1069,4080,15.26,2,63,0,34,12,0.8,0,1,0,0.800401961
756,6960,30.1,2,63,0,58,3,0.8,1,1,0,0.800071839
338,3420,11.41,2,50,0,58,11,0.8,0,1,0,0.800034503
,960,2.9,2,0,0,8,11,0.8,0,2,0,0.758229167
1499,6000,21.82,2,34,0,50,10,0.75,0,1,0,0.750608
1247,6240,18.79,2,45,0,52,9,0.75,0,1,0,0.750395513
,960,3.9,2,0,0,8,2,0.7,0,2,0,0.741
923,6840,30.48,2,30,0,57,8,0.7,1,1,0,0.700505263
1180,4560,23.41,2,30,0,38,6,0.7,1,1,0,0.700246491
957,5400,16.1,2,40,0,45,2,0.7,1,1,0,0.700051852
1001,7080,26.82,2,26,0,59,5,0.65,1,1,0,0.650044068
1017,6840,30.48,2,25,0,57,7,0.6,1,1,0,0.630402924
,960,3.9,2,0,0,8,8,0.65,0,2,0,0.560625
,960,3.9,2,0,0,8,7,0.5,0,2,0,0.560625
,960,2.9,2,0,0,8,10,0.7,0,2,0,0.39875
,2160,4.6,2,0,0,9,12,0.8,0,2,0,0.922839506
,2400,2.9,2,0,0,10,11,0.8,0,2,0,0.874027778
,1920,3.9,2,0,0,8,2,0.75,0,2,0,0.819270833
,1920,3.94,2,0,0,8,4,0.75,0,2,0,0.813309028
,1920,3.94,2,0,0,8,1,0.75,0,2,0,0.812625
470,4080,15.26,2,63,0,34,12,0.8,0,1,0,0.800401961
735,6960,30.1,2,63,0,58,3,0.8,1,1,0,0.800071839
560,3420,11.41,2,50,0,58,11,0.8,0,1,0,0.800034503
,1920,4.6,2,0,0,8,3,0.8,0,2,0,0.786631944
,1440,3.94,2,0,0,12,5,0.7,0,2,0,0.75885
1674,6000,21.82,2,34,0,50,10,0.75,0,1,0,0.750608
290,5040,18.79,2,45,0,52,9,0.75,0,1,0,0.750347333
971,5400,16.1,2,45,0,45,2,0.75,1,1,0,0.750140741
1322,7080,26.82,2,45,0,59,1,0.75,0,1,0,0.750050847
1054,7080,26.82,2,45,0,59,4,0.75,0,1,0,0.750050847
992,6960,26.82,2,30,0,58,5,0.7,1,1,0,0.700556897
914,6840,30.48,2,30,0,57,8,0.7,1,1,0,0.700505263
1128,4560,23.41,2,40,0,38,6,0.7,1,1,0,0.700246491
935,6840,30.48,2,26,0,57,7,0.65,1,1,0,0.650596491
,960,2.9,2,0,0,8,10,0.75,0,2,0,0.628333333
,960,3.9,2,0,0,8,8,0.7,0,2,0,0.625625
,960,3.9,2,0,0,8,7,0.65,0,2,0,0.625625
,1800,2.9,2,0,0,15,9,0.75,0,2,0,0.505888889
,720,2.9,2,0,0,6,6,0.7,0,2,0,0.394722222
