incentive,smv,no_of_workers,over_time,targeted_productivity,department,wip,team,quarter,no_of_style_change,idle_time,idle_men,actual_productivity
38,30.1,59,7140,0.8,1,541,5,4,0,0,0,0.800137255
45,30.1,58,6960,0.75,1,709,7,4,1,0,0,0.750770115
45,18.79,33,3960,0.75,1,1100,6,4,0,0,0,0.75065101
0,11.41,58,2820,0.75,1,826,11,4,2,0,0,0.750293939
30,30.33,58,2160,0.7,1,577,2,4,1,0,0,0.700623
40,29.4,57,6840,0.7,1,1094,8,4,2,0,0,0.700614035
30,29.4,58,6960,0.7,1,1228,3,4,2,0,0,0.700362069
40,18.79,50,6000,0.7,1,1641,9,4,1,0,0,0.60128
0,21.25,50,6000,0.7,1,1583,10,4,1,0,0,0.417916667
0,2.9,8,960,0.8,2,,6,4,0,0,0,0.3715625
0,2.9,8,960,0.8,2,,9,4,0,0,0,0.3715625
0,5.13,8,960,0.8,2,,2,4,0,0,0,0.36871875
0,5.13,8,960,0.7,2,,7,4,0,0,0,0.356458333
0,2.9,15,1800,0.7,2,,10,4,0,0,0,0.902222222
0,4.6,12,1440,0.8,2,,3,4,0,0,0,0.811388889
50,15.26,34,4080,0.8,1,1062,12,4,0,0,0,0.800401961
50,30.1,60,7140,0.8,1,450,5,4,0,0,0,0.800137255
50,30.1,59,6480,0.8,1,901,4,4,1,0,0,0.800071839
0,4.6,8,960,0.7,2,,8,4,0,0,0,0.791458333
45,30.1,59,5640,0.75,1,739,7,4,1,0,0,0.750727326
45,18.79,33,3360,0.75,1,913,6,4,0,0,0,0.75065101
34,11.61,57,3360,0.75,1,698,11,4,2,0,0,0.750437269
45,29.4,60,5340,0.75,1,1172,3,4,2,0,0,0.750176991
0,2.9,15,1800,0.75,2,,6,4,0,0,0,0.726933333
0,2.9,15,1800,0.7,2,,9,4,0,0,0,0.726933333
30,30.33,59,1680,0.7,1,408,2,4,1,0,0,0.700623
40,29.4,58,4560,0.7,1,1079,8,4,2,0,0,0.700518519
30,18.79,52,3000,0.7,1,1068,9,4,1,0,0,0.700256795
0,2.9,8,960,0.7,2,,11,4,0,0,0,0.5046875
0,21.25,53,6360,0.7,1,1834,10,4,1,0,0,0.471108491
0,3.9,8,960,0.7,2,,2,4,0,0,0,0.325
0,22.53,42,5040,0.6,1,708,1,4,1,0,0,0.268214286
56,18.79,52,6240,0.75,1,1085,9,4,1,0,0,0.970816667
0,4.6,9,1080,0.8,2,,5,4,0,0,0,0.902962963
0,4.6,20,2400,0.8,2,,3,4,0,0,0,0.900833333
0,4.6,15,1800,0.8,2,,12,4,0,0,0,0.899555556
0,2.9,10,1200,0.7,2,,10,4,0,0,0,0.845833333
50,30.1,59,4080,0.8,1,323,4,4,1,0,0,0.800808642
50,15.26,34,4080,0.8,1,1053,12,4,0,0,0,0.800401961
50,30.1,59,7080,0.8,1,786,7,4,2,0,0,0.800115819
45,18.79,33,3960,0.75,1,1003,6,4,1,0,0,0.75065101
45,11.61,57,3360,0.75,1,635,11,4,0,0,0,0.750503571
45,29.4,58,6960,0.75,1,1283,3,4,2,0,0,0.750206897
30,29.4,58,6960,0.7,1,847,8,4,1,0,0,0.700362069
30,30.33,58,3960,0.7,1,361,2,4,1,0,0,0.700069811
0,21.82,52,6240,0.7,1,1653,10,4,2,0,0,0.700058333
0,4.6,8,960,0.75,2,,7,4,0,0,0,0.676666667
0,4.6,8,960,0.7,2,,8,4,0,0,0,0.658541667
49,30.1,59,1200,0.8,1,15,5,4,1,0,0,0.598792339
0,22.53,42,5040,0.65,1,762,1,4,1,0,0,0.581130952
0,3.9,8,960,0.7,2,,2,4,0,0,0,0.440375
0,2.9,8,960,0.75,2,,6,4,0,0,0,0.410833333
0,2.9,8,960,0.7,2,,9,4,0,0,0,0.410833333
0,4.6,15,6300,0.8,2,,3,4,0,0,0,0.921703704
0,4.6,18,7560,0.8,2,,5,4,0,0,0,0.921604938
50,30.1,59,4080,0.8,1,694,7,4,1,0,0,0.800808642
50,11.61,57,2820,0.8,1,816,11,4,2,0,0,0.800516667
63,15.26,34,4080,0.8,1,1065,12,4,0,0,0,0.800401961
0,3.94,8,3360,0.5,2,,1,4,0,0,0,0.768847222
45,18.79,33,3960,0.75,1,912,6,4,0,0,0,0.75065101
45,29.4,57,6840,0.75,1,1244,3,4,2,0,0,0.750473684
45,18.79,52,5640,0.75,1,1020,9,4,1,0,0,0.750371895
56,29.4,58,6960,0.75,1,916,8,4,2,0,0,0.750206897
0,21.82,52,3240,0.7,1,1591,10,4,1,0,0,0.700251773
0,30.33,58,6960,0.7,1,398,2,4,1,0,0,0.66237931
0,4.6,9,3780,0.8,2,,12,4,0,0,0,0.590617284
0,3.9,8,960,0.7,2,,2,4,0,0,0,0.5565625
32,30.1,59,7080,0.8,1,437,4,4,2,0,0,0.495617514
38,27.48,57,6840,0.35,1,413,5,4,1,0,0,0.449964912
0,2.9,8,3360,0.7,2,,10,4,0,0,0,0.410833333
0,2.9,8,960,0.75,2,,9,4,0,0,0,0.4078125
23,26.66,55,6600,0.35,1,1164,1,4,2,0,0,0.378895152
0,4.6,8,3360,0.75,2,,8,4,0,0,0,0.376597222
0,2.9,8,3360,0.75,2,,6,4,0,0,0,0.271875
0,4.6,15,6300,0.8,2,,3,4,0,0,0,0.921703704
0,4.6,18,7560,0.8,2,,5,4,0,0,0,0.921604938
50,11.61,58,0,0.8,1,954,11,4,2,0,0,0.800779018
62,15.26,34,1700,0.8,1,1194,12,4,0,0,0,0.800260821
38,30.1,59,840,0.8,1,644,7,4,1,0,0,0.799982853
0,3.94,8,3360,0.5,2,,1,4,0,0,0,0.768847222
45,29.4,57,4440,0.75,1,1144,3,4,2,0,0,0.750716981
45,18.79,33,3960,0.75,1,1012,6,4,0,0,0,0.75065101
56,29.4,58,4560,0.75,1,792,8,4,2,0,0,0.750425926
45,18.79,52,6240,0.75,1,841,9,4,1,0,0,0.750395513
40,21.82,51,6120,0.7,1,1448,10,4,1,0,0,0.700236601
0,30.33,58,4560,0.7,1,512,2,4,1,0,0,0.700211111
0,4.6,9,3780,0.8,2,,12,4,0,0,0,0.590617284
0,3.9,8,960,0.7,2,,2,4,0,0,0,0.5565625
30,27.48,57,6840,0.5,1,609,5,4,1,0,0,0.550403509
30,26.66,57,6840,0.5,1,1448,1,4,2,0,0,0.550349708
23,26.66,58,6960,0.5,1,556,4,4,2,0,0,0.500258046
0,2.9,8,3360,0.7,2,,10,4,0,0,0,0.410833333
0,2.9,8,960,0.75,2,,9,4,0,0,0,0.4078125
0,4.6,8,3360,0.75,2,,8,4,0,0,0,0.376597222
0,2.9,8,3360,0.75,2,,6,4,0,0,0,0.271875
0,4.6,25,10500,0.8,2,,3,1,0,0,0,0.936355556
0,4.6,8,3360,0.75,2,,8,1,0,0,0,0.813611111
63,15.26,34,4080,0.8,1,1106,12,1,0,0,0,0.800401961
56,29.4,57,6240,0.75,1,622,8,1,0,0,0,0.75075
45,18.79,33,3960,0.75,1,1193,6,1,0,0,0,0.75065101
45,29.4,57,6840,0.75,1,1143,3,1,0,0,0,0.750473684
34,18.79,52,6240,0.75,1,895,9,1,0,0,0,0.750395513
38,27.48,56,6720,0.6,1,549,5,1,0,0,0,0.707446429
30,21.82,52,5640,0.7,1,1393,10,1,0,0,0,0.700236601
38,26.66,57,6840,0.6,1,1578,1,1,0,0,0,0.700019883
0,30.33,58,1800,0.7,1,254,2,1,0,0,0,0.683550607
50,11.61,57,0,0.8,1,347,11,1,0,4,20,0.682433036
0,3.94,8,960,0.6,2,,4,1,0,0,0,0.673083333
0,2.9,8,3360,0.7,2,,10,1,0,0,0,0.664583333
23,26.66,57,6840,0.6,1,692,4,1,0,0,0,0.600239766
0,3.9,8,960,0.7,2,,2,1,0,0,0,0.585
0,30.1,58,6960,0.8,1,934,7,1,0,3.5,15,0.579511494
0,3.94,8,3360,0.6,2,,1,1,0,0,0,0.448722222
0,2.9,8,960,0.75,2,,9,1,0,0,0,0.447083333
0,4.6,8,3360,0.8,2,,7,1,0,0,0,0.350416667
0,3.9,10,1200,0.7,2,,2,1,0,0,0,0.92885
0,4.6,24,10080,0.8,2,,3,1,0,0,0,0.86037037
0,3.94,8,960,0.65,2,,4,1,0,0,0,0.806879167
65,26.66,57,6840,0.65,1,1527,1,1,0,0,0,0.800579532
63,15.26,34,4080,0.8,1,1035,12,1,0,0,0,0.800401961
0,2.9,10,1200,0.75,2,,9,1,0,0,0,0.8004
50,11.61,57,0,0.8,1,632,11,1,0,0,0,0.800309211
50,29.4,57,4680,0.8,1,1231,3,1,0,0,0,0.800149813
0,30.1,59,7080,0.8,1,616,7,1,0,0,0,0.800115819
0,4.6,8,3360,0.75,2,,8,1,0,0,0,0.773333333
34,18.79,33,2880,0.75,1,947,6,1,0,0,0,0.750797009
45,29.4,57,6840,0.75,1,551,8,1,0,0,0,0.750473684
45,18.79,52,6240,0.75,1,935,9,1,0,0,0,0.750395513
55,26.66,57,6780,0.65,1,832,4,1,0,0,0,0.750254867
34,27.48,56,6720,0.65,1,544,5,1,0,0,0,0.700903571
30,21.82,51,3600,0.7,1,1511,10,1,0,0,0,0.70013604
0,2.9,8,3360,0.7,2,,10,1,0,0,0,0.632361111
0,4.6,9,3780,0.8,2,,12,1,0,0,0,0.607654321
0,3.94,8,3360,0.65,2,,1,1,0,0,0,0.537919444
0,4.6,8,3360,0.8,2,,7,1,0,0,0,0.342361111
0,4.6,10,4200,0.8,2,,7,1,0,0,0,0.999533333
0,4.6,15,6300,0.8,2,,3,1,0,0,0,0.902962963
50,11.41,56,0,0.8,1,601,11,1,0,0,0,0.800701754
60,26.66,58,6960,0.7,1,1562,1,1,0,0,0,0.800566092
50,15.26,34,4080,0.8,1,983,12,1,0,0,0,0.800401961
50,29.4,57,6840,0.8,1,1156,3,1,0,0,0,0.800333333
50,30.1,59,7080,0.8,1,29,7,1,0,0,0,0.800115819
50,26.66,58,6960,0.7,1,950,4,1,0,0,0,0.750770115
56,29.4,57,6840,0.75,1,534,8,1,0,0,0,0.750473684
34,18.79,52,6240,0.75,1,1096,9,1,0,0,0,0.750395513
45,20.2,33,3120,0.75,1,402,6,1,0,0,0,0.750212553
0,4.6,8,3360,0.75,2,,8,1,0,0,0,0.702777778
30,27.48,57,6840,0.7,1,573,5,1,0,0,0,0.700659649
30,21.82,51,5040,0.7,1,1313,10,1,0,0,0,0.699984417
0,4.6,9,3780,0.8,2,,12,1,0,0,0,0.636049383
0,3.9,15,6300,0.4,2,,2,1,0,0,0,0.567377778
0,3.94,8,3360,0.7,2,,1,1,0,0,0,0.555430556
0,3.94,8,3360,0.7,2,,4,1,0,0,0,0.555430556
0,2.9,8,3360,0.7,2,,10,1,0,0,0,0.463194444
0,4.6,8,3360,0.7,2,,5,1,0,0,0,0.354444444
0,2.9,8,3360,0.75,2,,6,1,0,0,0,0.309333333
0,15.28,45,5400,0.4,1,157,2,1,1,6.5,30,0.30277037
0,4.6,10,1200,0.8,2,,3,1,0,0,0,0.939166667
0,4.6,8,960,0.8,2,,8,1,0,0,0,0.930416667
0,4.6,9,1080,0.8,2,,12,1,0,0,0,0.885925926
0,2.9,8,960,0.75,2,,9,1,0,0,0,0.83375
0,3.94,8,960,0.7,2,,1,1,0,0,0,0.806879167
0,3.94,8,960,0.7,2,,4,1,0,0,0,0.806058333
38,11.41,56,0,0.8,1,433,11,1,0,0,0,0.800701754
50,15.26,34,4080,0.8,1,961,12,1,0,0,0,0.800401961
63,29.4,57,6840,0.8,1,1169,3,1,0,0,0,0.800333333
50,30.1,59,3960,0.8,1,874,7,1,0,0,0,0.800055762
60,26.82,58,6960,0.7,1,1028,4,1,0,0,0,0.799975862
50,26.82,58,6960,0.7,1,1772,1,1,0,0,0,0.750651724
34,18.79,52,6240,0.75,1,1206,9,1,0,0,0,0.750395513
40,27.48,58,6960,0.7,1,586,5,1,0,0,0,0.700424138
30,21.82,53,5760,0.7,1,1334,10,1,0,0,0,0.700058333
0,4.6,20,8400,0.8,2,,7,1,0,0,0,0.684888889
0,4.6,8,960,0.7,2,,5,1,0,0,0,0.592083333
0,3.9,8,960,0.5,2,,2,1,0,0,0,0.5403125
0,29.4,57,6840,0.8,1,30,8,1,0,0,0,0.433263158
0,15.28,46,5520,0.5,1,261,2,1,1,0,0,0.404144928
0,18.79,33,3960,0.75,1,52,6,1,0,0,0,0.332146465
0,4.6,22,2640,0.8,2,,8,1,0,0,0,0.980984848
0,3.9,8,960,0.6,2,,2,1,0,0,0,0.950625
0,2.9,10,1200,0.8,2,,11,1,0,0,0,0.927291667
0,4.6,9,1080,0.8,2,,12,1,0,0,0,0.868888889
0,3.94,8,960,0.7,2,,1,1,0,0,0,0.812625
0,3.94,8,960,0.7,2,,4,1,0,0,0,0.812625
0,4.6,15,1800,0.8,2,,3,1,0,0,0,0.810111111
50,11.41,56,3420,0.8,1,455,11,1,0,0,0,0.800701754
63,29.4,57,1800,0.8,1,797,3,1,0,0,0,0.800534979
50,15.26,34,4080,0.8,1,959,12,1,0,0,0,0.800401961
50,26.82,58,6960,0.7,1,1373,1,1,0,0,0,0.750651724
45,18.79,52,6240,0.75,1,1228,9,1,0,0,0,0.750395513
50,26.82,59,7080,0.7,1,1117,4,1,0,0,0,0.750050847
40,27.48,58,6960,0.7,1,230,5,1,0,0,0,0.700424138
30,21.82,50,6000,0.7,1,1390,10,1,0,0,0,0.700422
0,15.28,46,1320,0.6,1,529,2,1,1,0,0,0.600099145
0,2.9,8,960,0.75,2,,9,1,0,0,0,0.453125
0,30.1,59,1200,0.8,1,834,7,1,0,4,40,0.366053523
0,22.53,39,2640,0.35,1,1450,6,1,1,0,0,0.26369382
0,4.6,9,1080,0.8,2,,12,1,0,0,0,0.868888889
75,15.26,34,4080,0.8,1,986,12,1,0,0,0,0.850520588
70,26.82,58,8160,0.7,1,1267,1,1,0,0,0,0.850045
0,4.6,25,6000,0.8,2,,7,1,0,0,0,0.825444444
0,3.94,10,2400,0.35,2,,5,1,0,0,0,0.80575
60,26.82,58,6960,0.7,1,1195,4,1,0,0,0,0.800746552
63,29.4,57,6840,0.8,1,983,3,1,1,0,0,0.800578947
50,11.41,58,3420,0.8,1,471,11,1,0,0,0,0.800034503
0,2.9,8,960,0.5,2,,6,1,0,0,0,0.7975
45,18.79,51,3480,0.75,1,1226,9,1,0,0,0,0.749987124
30,21.82,50,6000,0.7,1,1251,10,1,0,0,0,0.700422
0,3.94,8,960,0.7,2,,1,1,0,0,0,0.664875
0,3.94,8,960,0.7,2,,4,1,0,0,0,0.664875
0,2.9,8,960,0.8,2,,11,1,0,0,0,0.657083333
0,16.1,45,4200,0.65,1,626,2,1,1,0,0,0.65024031
0,4.6,15,3600,0.8,2,,8,1,0,0,0,0.590740741
0,3.9,8,1920,0.65,2,,2,1,0,0,0,0.528125
0,23.41,39,2280,0.5,1,1379,6,1,1,0,0,0.500528095
24,27.48,58,6960,0.7,1,541,5,1,1,0,0,0.408960345
0,4.6,12,1440,0.8,2,,3,2,0,0,0,0.951944444
0,4.6,9,1080,0.8,2,,12,2,0,0,0,0.945555556
0,2.9,9,1080,0.75,2,,9,2,0,0,0,0.929074074
0,3.94,8,960,0.75,2,,1,2,0,0,0,0.890604167
0,3.94,8,960,0.75,2,,4,2,0,0,0,0.890604167
0,3.9,10,1200,0.7,2,,2,2,0,0,0,0.884
0,3.94,8,960,0.5,2,,5,2,0,0,0,0.857916667
65,26.82,57,6840,0.75,1,1082,4,2,0,0,0,0.850084211
65,26.82,58,6960,0.75,1,1254,1,2,0,0,0,0.85007069
50,30.1,57,3360,0.8,1,1278,3,2,1,0,0,0.800511068
63,15.26,34,4080,0.8,1,1064,12,2,0,0,0,0.800401961
50,11.41,58,3420,0.8,1,313,11,2,0,0,0,0.800034503
0,2.9,8,960,0.8,2,,11,2,0,0,0,0.755208333
45,18.79,52,5640,0.75,1,1239,9,2,0,0,0,0.750371895
30,21.82,50,6000,0.7,1,1335,10,2,0,0,0,0.700422
30,16.1,45,4800,0.7,1,928,2,2,1,0,0,0.700106061
23,23.41,38,2520,0.6,1,1266,6,2,1,0,0,0.601037091
0,30.48,56,6720,0.6,1,869,8,2,1,0,0,0.600528571
23,26.82,59,7080,0.5,1,711,5,2,1,0,0,0.500033898
0,3.9,8,960,0.6,2,,8,2,0,0,0,0.4509375
0,2.9,8,960,0.7,2,,10,2,0,0,0,0.441041667
0,2.9,8,960,0.6,2,,6,2,0,0,0,0.271875
960,2.9,8,0,0.8,2,,11,2,0,0,0,0.960625
1080,4.6,9,0,0.8,2,,12,2,0,0,0,0.902962963
2880,3.94,12,0,0.6,2,,5,2,0,0,0,0.864342593
65,26.82,58,7020,0.75,1,1079,4,2,0,0,0,0.850446154
65,26.82,59,7140,0.75,1,1322,1,2,0,0,0,0.850426891
3600,2.9,15,0,0.75,2,,9,2,0,0,0,0.841
50,30.1,58,5160,0.8,1,964,3,2,1,0,0,0.800842424
63,15.26,34,4080,0.8,1,1132,12,2,0,0,0,0.800401961
50,11.41,58,3420,0.8,1,357,11,2,0,0,0,0.800034503
1440,4.6,12,0,0.8,2,,3,2,0,0,0,0.795416667
960,3.94,8,0,0.75,2,,4,2,0,0,0,0.7953875
960,3.94,8,0,0.75,2,,1,2,0,0,0,0.794566667
45,18.79,52,6240,0.75,1,1193,9,2,0,0,0,0.750395513
30,16.1,45,5520,0.7,1,817,2,2,1,0,0,0.700516224
30,21.82,50,6000,0.7,1,1576,10,2,0,0,0,0.700422
1200,3.9,10,0,0.7,2,,2,2,0,0,0,0.6825
35,23.41,38,4560,0.65,1,1262,6,2,1,0,0,0.650962281
26,30.48,56,6720,0.65,1,953,8,2,1,0,0,0.650421429
23,26.82,59,7080,0.6,1,919,5,2,1,0,0,0.600040678
0,30.48,55,6600,0.5,1,1161,7,2,1,0,0,0.500610909
960,2.9,8,0,0.7,2,,10,2,0,0,0,0.477291667
960,3.9,8,0,0.65,2,,8,2,0,0,0,0.2640625
0,4.6,9,1080,0.8,2,,12,2,0,0,0,0.92
0,3.94,12,1440,0.6,2,,5,2,0,0,0,0.909391667
75,26.82,59,7080,0.75,1,1574,1,2,0,0,0,0.900061017
0,4.6,12,1440,0.8,2,,3,2,0,0,0,0.894444444
0,3.94,8,960,0.75,2,,4,2,0,0,0,0.881575
0,3.94,8,960,0.75,2,,1,2,0,0,0,0.880754167
65,26.82,59,5880,0.75,1,1104,4,2,0,0,0,0.850084211
0,2.9,15,1800,0.75,2,,9,2,0,0,0,0.821666667
63,15.26,34,4080,0.8,1,1069,12,2,0,0,0,0.800401961
63,30.1,58,6960,0.8,1,756,3,2,1,0,0,0.800071839
50,11.41,58,3420,0.8,1,338,11,2,0,0,0,0.800034503
0,2.9,8,960,0.8,2,,11,2,0,0,0,0.758229167
34,21.82,50,6000,0.75,1,1499,10,2,0,0,0,0.750608
45,18.79,52,6240,0.75,1,1247,9,2,0,0,0,0.750395513
0,3.9,8,960,0.7,2,,2,2,0,0,0,0.741
30,30.48,57,6840,0.7,1,923,8,2,1,0,0,0.700505263
30,23.41,38,4560,0.7,1,1180,6,2,1,0,0,0.700246491
40,16.1,45,5400,0.7,1,957,2,2,1,0,0,0.700051852
26,26.82,59,7080,0.65,1,1001,5,2,1,0,0,0.650044068
25,30.48,57,6840,0.6,1,1017,7,2,1,0,0,0.630402924
0,3.9,8,960,0.65,2,,8,2,0,0,0,0.560625
0,3.9,8,960,0.5,2,,7,2,0,0,0,0.560625
0,2.9,8,960,0.7,2,,10,2,0,0,0,0.39875
0,4.6,9,2160,0.8,2,,12,2,0,0,0,0.922839506
0,2.9,10,2400,0.8,2,,11,2,0,0,0,0.874027778
0,3.9,8,1920,0.75,2,,2,2,0,0,0,0.819270833
0,3.94,8,1920,0.75,2,,4,2,0,0,0,0.813309028
0,3.94,8,1920,0.75,2,,1,2,0,0,0,0.812625
63,15.26,34,4080,0.8,1,470,12,2,0,0,0,0.800401961
63,30.1,58,6960,0.8,1,735,3,2,1,0,0,0.800071839
50,11.41,58,3420,0.8,1,560,11,2,0,0,0,0.800034503
0,4.6,8,1920,0.8,2,,3,2,0,0,0,0.786631944
0,3.94,12,1440,0.7,2,,5,2,0,0,0,0.75885
34,21.82,50,6000,0.75,1,1674,10,2,0,0,0,0.750608
45,18.79,52,5040,0.75,1,290,9,2,0,0,0,0.750347333
45,16.1,45,5400,0.75,1,971,2,2,1,0,0,0.750140741
45,26.82,59,7080,0.75,1,1322,1,2,0,0,0,0.750050847
45,26.82,59,7080,0.75,1,1054,4,2,0,0,0,0.750050847
30,26.82,58,6960,0.7,1,992,5,2,1,0,0,0.700556897
30,30.48,57,6840,0.7,1,914,8,2,1,0,0,0.700505263
40,23.41,38,4560,0.7,1,1128,6,2,1,0,0,0.700246491
26,30.48,57,6840,0.65,1,935,7,2,1,0,0,0.650596491
0,2.9,8,960,0.75,2,,10,2,0,0,0,0.628333333
0,3.9,8,960,0.7,2,,8,2,0,0,0,0.625625
0,3.9,8,960,0.65,2,,7,2,0,0,0,0.625625
0,2.9,15,1800,0.75,2,,9,2,0,0,0,0.505888889
0,2.9,6,720,0.7,2,,6,2,0,0,0,0.394722222
