team,targeted_productivity,smv,idle_men,no_of_style_change,actual_productivity
11,0.7,25.31,0,0,0.700513566
6,0.7,18.79,0,0,0.700184577
8,0.7,24.26,0,0,0.586465465
7,0.7,24.26,0,0,0.541517857
4,0.8,4.3,0,0,0.5375
6,0.7,2.9,0,0,0.495416667
5,0.6,30.1,0,0,0.415172414
2,0.8,22.52,0,0,1.05028058
3,0.8,22.52,0,0,1.000230409
10,0.8,22.52,0,0,0.999995238
2,0.8,3.94,0,0,0.966759259
1,0.8,3.94,0,0,0.929183333
8,0.7,4.15,0,0,0.915766667
1,0.8,22.52,0,0,0.900147246
12,0.8,15.26,0,0,0.800401961
9,0.8,22.52,0,0,0.799963218
7,0.7,3.94,0,0,0.779791667
9,0.75,3.94,0,0,0.755166667
6,0.7,18.79,0,0,0.700710417
7,0.7,24.26,0,0,0.700612069
11,0.7,10.05,0,0,0.700278846
8,0.7,29.12,0,0,0.700135088
12,0.8,4.08,0,0,0.687555556
5,0.65,30.1,10,0,0.650834808
6,0.7,2.9,0,0,0.531666667
4,0.35,30.1,15,0,0.350706422
2,0.8,22.52,0,0,1.000446018
1,0.8,22.52,0,0,1.000018551
10,0.8,22.52,0,0,0.999995238
2,0.8,3.94,0,0,0.999924242
3,0.8,22.52,0,0,0.950185965
6,0.7,2.9,0,0,0.9425
12,0.8,4.08,0,0,0.906666667
7,0.7,3.94,0,0,0.8471
1,0.8,3.94,0,0,0.845458333
12,0.8,15.26,0,0,0.800612676
9,0.8,29.12,0,0,0.799963218
10,0.8,3.94,0,0,0.771583333
11,0.75,10.05,0,0,0.7504
6,0.7,18.79,0,0,0.700079032
5,0.7,30.1,0,0,0.562212644
7,0.07,24.26,0,0,0.522844828
4,0.5,30.1,0,1,0.500720126
8,0.7,24.26,0,0,0.496549708
2,0.8,3.94,0,0,1.050666667
2,0.8,22.52,0,0,1.000018551
3,0.8,22.52,0,0,0.950185965
1,0.8,22.52,0,0,0.900135693
10,0.8,22.52,0,0,0.900129762
12,0.8,4.08,0,0,0.899111111
1,0.8,3.94,0,0,0.870083333
6,0.75,2.9,0,0,0.845833333
12,0.8,15.26,0,0,0.800401961
9,0.8,29.12,0,0,0.799963218
9,0.8,3.94,0,0,0.771583333
6,0.75,18.79,0,0,0.750520115
11,0.75,10.05,0,0,0.750027778
7,0.7,3.94,0,0,0.715766667
7,0.7,24.26,45,0,0.662270115
4,0.6,30.1,0,1,0.600224189
5,0.7,30.1,0,0,0.545657673
4,0.8,4.3,0,0,0.447916667
8,0.7,24.26,37,0,0.365318713
2,0.8,22.52,0,0,1.000018551
7,0.7,4.15,0,0,0.928680556
10,0.8,22.52,0,0,0.9008
1,0.8,22.52,0,0,0.900135693
3,0.8,22.52,0,0,0.900129762
1,0.8,3.94,0,0,0.893066667
12,0.8,4.08,0,0,0.891555556
2,0.8,3.94,0,0,0.875555556
8,0.7,4.15,0,0,0.840888889
12,0.8,15.26,0,0,0.800355208
9,0.8,29.12,0,0,0.799963218
6,0.75,18.79,0,0,0.75065101
11,0.75,10.05,0,0,0.750027778
5,0.7,30.1,0,0,0.700618234
6,0.75,2.9,0,0,0.610208333
9,0.8,3.94,0,0,0.607416667
4,0.65,30.1,0,1,0.568259587
7,0.7,24.26,0,0,0.355534483
8,0.7,24.26,0,0,0.353259649
2,0.8,3.94,0,0,1.057962963
1,0.8,3.94,0,0,0.962016667
10,0.8,22.52,0,0,0.9008
1,0.8,22.52,0,0,0.900509044
2,0.8,22.52,0,0,0.900477825
6,0.75,2.9,0,0,0.888125
12,0.8,15.26,0,0,0.800401961
3,0.8,22.52,0,0,0.800161172
9,0.8,29.12,0,0,0.799963218
4,0.7,30.1,0,1,0.790003236
11,0.75,10.05,0,0,0.750648148
8,0.35,4.15,0,0,0.707111111
5,0.7,30.1,0,0,0.700618234
9,0.8,3.94,0,0,0.697708333
6,0.75,18.79,0,0,0.612517157
7,0.35,30.1,0,1,0.350301724
8,0.35,30.1,0,1,0.350301724
12,0.8,4.08,0,0,0.272
12,0.8,4.08,0,0,1.004888889
2,0.8,3.94,0,0,0.966759259
10,0.8,22.52,0,0,0.90063244
1,0.8,22.52,0,0,0.90047076
3,0.8,22.52,0,0,0.90047076
2,0.8,22.52,0,0,0.899984058
1,0.8,3.94,0,0,0.853666667
9,0.8,29.12,0,0,0.8008
12,0.8,15.26,0,0,0.800401961
4,0.7,4.15,0,0,0.796755556
6,0.75,18.79,0,0,0.750797009
11,0.8,10.05,0,0,0.750648148
5,0.75,30.1,0,0,0.750356125
8,0.35,4.15,0,0,0.703770833
4,0.7,30.1,0,1,0.700618234
9,0.8,3.94,0,0,0.6895
6,0.75,2.9,0,0,0.628333333
7,0.5,30.1,0,1,0.500801724
8,0.5,30.1,0,1,0.393548851
4,0.7,4.15,0,0,1.033155556
12,0.8,4.08,0,0,1.02
2,0.8,22.52,0,0,1.000344928
1,0.8,22.52,0,0,1.000065789
8,0.35,4.15,0,0,0.994375
2,0.8,3.94,0,0,0.912037037
5,0.7,4.15,0,0,0.87
10,0.8,22.52,0,0,0.850364583
6,0.8,18.79,0,0,0.800947475
12,0.8,15.26,0,0,0.800401961
9,0.8,29.12,0,0,0.800144144
5,0.75,30.1,0,0,0.750406233
8,0.6,30.1,0,1,0.714410494
4,0.7,30.1,0,1,0.700588406
1,0.8,3.94,0,0,0.618361111
7,0.6,30.1,0,1,0.600070513
9,0.8,3.94,0,0,0.54175
3,0.8,22.52,0,1,0.536901754
11,0.35,11.41,0,1,0.507903226
1,0.8,22.52,0,0,1.100483918
4,0.7,4.15,0,0,1.096633333
2,0.8,22.52,0,0,1.000344928
12,0.8,4.08,0,0,0.838666667
12,0.8,15.26,0,0,0.800401961
8,0.35,4.15,0,0,0.755486111
5,0.75,30.1,0,0,0.750799435
6,0.8,18.79,0,0,0.688017677
1,0.8,3.94,0,0,0.664875
9,0.8,3.94,0,0,0.656666667
4,0.7,30.1,0,1,0.637711864
2,0.8,3.94,0,0,0.601944444
5,0.7,4.15,0,0,0.58
7,0.65,30.1,0,1,0.535677966
11,0.5,11.41,0,2,0.50012336
9,0.8,29.12,0,0,0.497885057
8,0.65,30.1,0,1,0.463403955
10,0.8,22.52,0,0,0.441392
3,0.35,30.1,0,1,0.350301724
1,0.8,22.52,0,0,1.000230409
7,0.7,4.15,0,0,0.929277778
4,0.75,4.15,0,0,0.902916667
12,0.8,4.08,0,0,0.800888889
12,0.8,15.26,0,0,0.800401961
2,0.8,22.52,0,0,0.80037492
1,0.8,3.94,0,0,0.796208333
4,0.75,30.1,0,1,0.750392157
5,0.75,30.1,0,0,0.750392157
8,0.7,4.15,0,0,0.725625
8,0.7,30.1,0,1,0.700206125
7,0.7,30.1,0,1,0.602
11,0.6,11.41,0,2,0.600447507
6,0.8,18.79,0,0,0.557252451
3,0.5,30.1,0,1,0.500801724
6,0.8,2.9,0,0,0.483333333
9,0.8,3.94,0,0,0.238041667
1,0.8,3.94,0,0,1.1204375
2,0.8,3.94,0,0,1.108125
1,0.8,22.52,0,0,1.000230409
12,0.8,4.08,0,0,0.876444444
12,0.8,15.26,0,0,0.800806306
5,0.75,4.15,0,0,0.760833333
5,0.8,30.1,0,0,0.722568627
11,0.6,2.9,0,0,0.715333333
7,0.7,30.1,0,1,0.700632768
8,0.7,30.1,10,1,0.700573099
6,0.75,18.79,0,0,0.681598039
11,0.65,11.41,0,2,0.650223718
8,0.7,4.15,0,0,0.605208333
6,0.8,2.9,0,0,0.604166667
4,0.75,30.1,0,1,0.598627451
3,0.6,30.1,0,1,0.475718391
2,0.8,22.52,0,0,0.432122899
4,0.75,4.15,0,0,0.287041667
9,0.5,18.79,0,1,0.283054487
1,0.8,22.52,0,0,1.000230409
9,0.8,3.94,0,0,0.960433333
12,0.8,4.08,0,0,0.891555556
3,0.5,4.15,0,0,0.864583333
3,0.65,30.1,0,1,0.802243319
5,0.8,30.1,0,0,0.800980392
12,0.8,15.26,0,0,0.800312375
6,0.8,2.9,0,0,0.773333333
6,0.75,18.79,0,0,0.75065101
4,0.75,30.1,0,1,0.750356125
4,0.75,4.15,0,0,0.722333333
7,0.7,30.1,0,1,0.700459889
5,0.75,4.15,0,0,0.629416667
8,0.7,30.1,10,2,0.621971751
11,0.7,11.41,0,2,0.565972222
10,0.6,18.22,0,1,0.35542803
9,0.6,18.79,0,1,0.329964879
7,0.7,4.15,0,0,0.258
1,0.8,22.52,0,0,1.000230409
10,0.8,3.94,0,0,0.927541667
7,0.7,5.13,0,0,0.91375
12,0.8,5.13,0,0,0.9025
12,0.8,15.26,0,0,0.800401961
3,0.5,5.13,0,0,0.7866
6,0.75,18.79,0,0,0.750621354
4,0.75,30.1,0,1,0.750356125
6,0.8,2.9,0,0,0.749166667
7,0.7,30.1,0,1,0.700888203
11,0.7,11.41,0,2,0.700614035
3,0.7,30.1,0,1,0.700603448
4,0.75,5.13,0,0,0.656666667
5,0.8,30.1,0,0,0.653431373
9,0.65,18.79,0,1,0.650134
8,0.6,29.4,30,2,0.600982906
9,0.8,3.94,0,0,0.586041667
2,0.8,5.13,0,0,0.5814
2,0.5,30.33,0,1,0.361071429
10,0.65,18.22,35,1,0.302117347
12,0.8,5.13,0,0,0.9918
6,0.8,2.9,0,0,0.936861111
2,0.8,5.13,0,0,0.919125
11,0.7,11.41,0,2,0.8211125
4,0.8,30.1,0,1,0.800980392
5,0.8,30.1,0,0,0.800980392
12,0.8,15.26,0,0,0.800401961
1,0.8,22.52,0,0,0.800279693
6,0.75,18.79,0,0,0.75065101
7,0.75,30.1,0,1,0.75053268
4,0.75,5.13,0,0,0.734645833
3,0.7,30.1,0,1,0.700603448
9,0.7,18.79,0,1,0.70009573
7,0.7,5.13,0,0,0.671875
10,0.8,3.94,0,0,0.64025
8,0.7,5.13,0,0,0.58
9,0.8,3.94,0,0,0.549791667
2,0.6,30.33,0,1,0.328131579
10,0.7,19.68,35,1,0.303574468
3,0.5,5.13,0,0,0.2565
8,0.65,29.4,30,2,0.251399254
3,0.5,5.13,0,0,0.81640625
12,0.8,15.26,0,0,0.800711494
1,0.8,22.52,0,0,0.800470513
4,0.8,30.1,0,1,0.800094017
5,0.8,30.1,15,0,0.799982853
6,0.8,2.9,0,0,0.785864198
6,0.75,18.79,0,0,0.75065101
10,0.8,3.94,0,0,0.733277778
2,0.8,5.13,0,0,0.710125
3,0.7,30.1,0,1,0.700603448
11,0.7,11.41,0,2,0.700540441
8,0.7,29.4,0,2,0.7
4,0.75,5.13,0,0,0.684027778
8,0.7,5.13,0,0,0.672135417
9,0.7,18.79,0,1,0.638614379
5,0.75,5.13,0,0,0.631354167
7,0.75,30.1,20,1,0.611140537
12,0.8,5.13,0,0,0.609583333
2,0.65,30.33,0,1,0.585315789
10,0.7,19.68,0,1,0.249416667
3,0.5,5.13,0,0,0.8721
6,0.8,2.9,0,0,0.8319375
2,0.8,5.13,0,0,0.8300625
11,0.6,2.9,0,0,0.805555556
12,0.8,15.26,0,0,0.800401961
4,0.8,30.1,0,1,0.80000295
12,0.8,5.13,0,0,0.78375
9,0.8,3.94,0,0,0.753525
6,0.75,18.79,0,0,0.75065101
1,0.8,3.94,0,0,0.727349537
8,0.7,29.4,0,2,0.700614035
2,0.7,30.33,0,1,0.700605263
11,0.75,11.41,0,2,0.672140805
9,0.7,18.79,0,1,0.627011183
3,0.7,30.1,0,2,0.626577778
10,0.7,21.25,0,1,0.456875
7,0.75,30.1,20,1,0.393548851
10,0.8,3.94,0,0,0.385791667
5,0.8,30.1,25,0,0.307501459
7,0.7,5.13,0,0,0.283958333
10,0.8,3.94,0,0,0.955791667
8,0.7,5.13,0,0,0.930416667
12,0.8,5.13,0,0,0.9025
3,0.8,5.13,0,0,0.87115
12,0.8,15.26,0,0,0.800401961
4,0.8,30.1,0,1,0.800137255
5,0.8,30.1,0,0,0.800137255
7,0.75,30.1,0,1,0.750770115
6,0.75,18.79,0,0,0.75065101
11,0.75,11.41,0,2,0.750293939
2,0.7,30.33,0,1,0.700623
8,0.7,29.4,0,2,0.700614035
3,0.7,29.4,0,2,0.700362069
9,0.7,18.79,0,1,0.60128
10,0.7,21.25,0,1,0.417916667
6,0.8,2.9,0,0,0.3715625
9,0.8,2.9,0,0,0.3715625
2,0.8,5.13,0,0,0.36871875
7,0.7,5.13,0,0,0.356458333
10,0.7,2.9,0,0,0.902222222
3,0.8,4.6,0,0,0.811388889
12,0.8,15.26,0,0,0.800401961
5,0.8,30.1,0,0,0.800137255
4,0.8,30.1,0,1,0.800071839
8,0.7,4.6,0,0,0.791458333
7,0.75,30.1,0,1,0.750727326
6,0.75,18.79,0,0,0.75065101
11,0.75,11.61,0,2,0.750437269
3,0.75,29.4,0,2,0.750176991
6,0.75,2.9,0,0,0.726933333
9,0.7,2.9,0,0,0.726933333
2,0.7,30.33,0,1,0.700623
8,0.7,29.4,0,2,0.700518519
9,0.7,18.79,0,1,0.700256795
11,0.7,2.9,0,0,0.5046875
10,0.7,21.25,0,1,0.471108491
2,0.7,3.9,0,0,0.325
1,0.6,22.53,0,1,0.268214286
9,0.75,18.79,0,1,0.970816667
5,0.8,4.6,0,0,0.902962963
3,0.8,4.6,0,0,0.900833333
12,0.8,4.6,0,0,0.899555556
10,0.7,2.9,0,0,0.845833333
4,0.8,30.1,0,1,0.800808642
12,0.8,15.26,0,0,0.800401961
7,0.8,30.1,0,2,0.800115819
6,0.75,18.79,0,1,0.75065101
11,0.75,11.61,0,0,0.750503571
3,0.75,29.4,0,2,0.750206897
8,0.7,29.4,0,1,0.700362069
2,0.7,30.33,0,1,0.700069811
10,0.7,21.82,0,2,0.700058333
7,0.75,4.6,0,0,0.676666667
8,0.7,4.6,0,0,0.658541667
5,0.8,30.1,0,1,0.598792339
1,0.65,22.53,0,1,0.581130952
2,0.7,3.9,0,0,0.440375
6,0.75,2.9,0,0,0.410833333
9,0.7,2.9,0,0,0.410833333
3,0.8,4.6,0,0,0.921703704
5,0.8,4.6,0,0,0.921604938
7,0.8,30.1,0,1,0.800808642
11,0.8,11.61,0,2,0.800516667
12,0.8,15.26,0,0,0.800401961
1,0.5,3.94,0,0,0.768847222
6,0.75,18.79,0,0,0.75065101
3,0.75,29.4,0,2,0.750473684
9,0.75,18.79,0,1,0.750371895
8,0.75,29.4,0,2,0.750206897
10,0.7,21.82,0,1,0.700251773
2,0.7,30.33,0,1,0.66237931
12,0.8,4.6,0,0,0.590617284
2,0.7,3.9,0,0,0.5565625
4,0.8,30.1,0,2,0.495617514
5,0.35,27.48,0,1,0.449964912
10,0.7,2.9,0,0,0.410833333
9,0.75,2.9,0,0,0.4078125
1,0.35,26.66,0,2,0.378895152
8,0.75,4.6,0,0,0.376597222
6,0.75,2.9,0,0,0.271875
3,0.8,4.6,0,0,0.921703704
5,0.8,4.6,0,0,0.921604938
11,0.8,11.61,0,2,0.800779018
12,0.8,15.26,0,0,0.800260821
7,0.8,30.1,0,1,0.799982853
1,0.5,3.94,0,0,0.768847222
3,0.75,29.4,0,2,0.750716981
6,0.75,18.79,0,0,0.75065101
8,0.75,29.4,0,2,0.750425926
9,0.75,18.79,0,1,0.750395513
10,0.7,21.82,0,1,0.700236601
2,0.7,30.33,0,1,0.700211111
12,0.8,4.6,0,0,0.590617284
2,0.7,3.9,0,0,0.5565625
5,0.5,27.48,0,1,0.550403509
1,0.5,26.66,0,2,0.550349708
4,0.5,26.66,0,2,0.500258046
10,0.7,2.9,0,0,0.410833333
9,0.75,2.9,0,0,0.4078125
8,0.75,4.6,0,0,0.376597222
6,0.75,2.9,0,0,0.271875
3,0.8,4.6,0,0,0.936355556
8,0.75,4.6,0,0,0.813611111
12,0.8,15.26,0,0,0.800401961
8,0.75,29.4,0,0,0.75075
6,0.75,18.79,0,0,0.75065101
3,0.75,29.4,0,0,0.750473684
9,0.75,18.79,0,0,0.750395513
5,0.6,27.48,0,0,0.707446429
10,0.7,21.82,0,0,0.700236601
1,0.6,26.66,0,0,0.700019883
2,0.7,30.33,0,0,0.683550607
11,0.8,11.61,20,0,0.682433036
4,0.6,3.94,0,0,0.673083333
10,0.7,2.9,0,0,0.664583333
4,0.6,26.66,0,0,0.600239766
2,0.7,3.9,0,0,0.585
7,0.8,30.1,15,0,0.579511494
1,0.6,3.94,0,0,0.448722222
9,0.75,2.9,0,0,0.447083333
7,0.8,4.6,0,0,0.350416667
2,0.7,3.9,0,0,0.92885
3,0.8,4.6,0,0,0.86037037
4,0.65,3.94,0,0,0.806879167
1,0.65,26.66,0,0,0.800579532
12,0.8,15.26,0,0,0.800401961
9,0.75,2.9,0,0,0.8004
11,0.8,11.61,0,0,0.800309211
3,0.8,29.4,0,0,0.800149813
7,0.8,30.1,0,0,0.800115819
8,0.75,4.6,0,0,0.773333333
6,0.75,18.79,0,0,0.750797009
8,0.75,29.4,0,0,0.750473684
9,0.75,18.79,0,0,0.750395513
4,0.65,26.66,0,0,0.750254867
5,0.65,27.48,0,0,0.700903571
10,0.7,21.82,0,0,0.70013604
10,0.7,2.9,0,0,0.632361111
12,0.8,4.6,0,0,0.607654321
1,0.65,3.94,0,0,0.537919444
7,0.8,4.6,0,0,0.342361111
7,0.8,4.6,0,0,0.999533333
3,0.8,4.6,0,0,0.902962963
11,0.8,11.41,0,0,0.800701754
1,0.7,26.66,0,0,0.800566092
12,0.8,15.26,0,0,0.800401961
3,0.8,29.4,0,0,0.800333333
7,0.8,30.1,0,0,0.800115819
4,0.7,26.66,0,0,0.750770115
8,0.75,29.4,0,0,0.750473684
9,0.75,18.79,0,0,0.750395513
6,0.75,20.2,0,0,0.750212553
8,0.75,4.6,0,0,0.702777778
5,0.7,27.48,0,0,0.700659649
10,0.7,21.82,0,0,0.699984417
12,0.8,4.6,0,0,0.636049383
2,0.4,3.9,0,0,0.567377778
1,0.7,3.94,0,0,0.555430556
4,0.7,3.94,0,0,0.555430556
10,0.7,2.9,0,0,0.463194444
5,0.7,4.6,0,0,0.354444444
6,0.75,2.9,0,0,0.309333333
2,0.4,15.28,30,1,0.30277037
3,0.8,4.6,0,0,0.939166667
8,0.8,4.6,0,0,0.930416667
12,0.8,4.6,0,0,0.885925926
9,0.75,2.9,0,0,0.83375
1,0.7,3.94,0,0,0.806879167
4,0.7,3.94,0,0,0.806058333
11,0.8,11.41,0,0,0.800701754
12,0.8,15.26,0,0,0.800401961
3,0.8,29.4,0,0,0.800333333
7,0.8,30.1,0,0,0.800055762
4,0.7,26.82,0,0,0.799975862
1,0.7,26.82,0,0,0.750651724
9,0.75,18.79,0,0,0.750395513
5,0.7,27.48,0,0,0.700424138
10,0.7,21.82,0,0,0.700058333
7,0.8,4.6,0,0,0.684888889
5,0.7,4.6,0,0,0.592083333
2,0.5,3.9,0,0,0.5403125
8,0.8,29.4,0,0,0.433263158
2,0.5,15.28,0,1,0.404144928
6,0.75,18.79,0,0,0.332146465
8,0.8,4.6,0,0,0.980984848
2,0.6,3.9,0,0,0.950625
11,0.8,2.9,0,0,0.927291667
12,0.8,4.6,0,0,0.868888889
1,0.7,3.94,0,0,0.812625
4,0.7,3.94,0,0,0.812625
3,0.8,4.6,0,0,0.810111111
11,0.8,11.41,0,0,0.800701754
3,0.8,29.4,0,0,0.800534979
12,0.8,15.26,0,0,0.800401961
1,0.7,26.82,0,0,0.750651724
9,0.75,18.79,0,0,0.750395513
4,0.7,26.82,0,0,0.750050847
5,0.7,27.48,0,0,0.700424138
10,0.7,21.82,0,0,0.700422
2,0.6,15.28,0,1,0.600099145
9,0.75,2.9,0,0,0.453125
7,0.8,30.1,40,0,0.366053523
6,0.35,22.53,0,1,0.26369382
12,0.8,4.6,0,0,0.868888889
12,0.8,15.26,0,0,0.850520588
1,0.7,26.82,0,0,0.850045
7,0.8,4.6,0,0,0.825444444
5,0.35,3.94,0,0,0.80575
4,0.7,26.82,0,0,0.800746552
3,0.8,29.4,0,1,0.800578947
11,0.8,11.41,0,0,0.800034503
6,0.5,2.9,0,0,0.7975
9,0.75,18.79,0,0,0.749987124
10,0.7,21.82,0,0,0.700422
1,0.7,3.94,0,0,0.664875
4,0.7,3.94,0,0,0.664875
11,0.8,2.9,0,0,0.657083333
2,0.65,16.1,0,1,0.65024031
8,0.8,4.6,0,0,0.590740741
2,0.65,3.9,0,0,0.528125
6,0.5,23.41,0,1,0.500528095
5,0.7,27.48,0,1,0.408960345
3,0.8,4.6,0,0,0.951944444
12,0.8,4.6,0,0,0.945555556
9,0.75,2.9,0,0,0.929074074
1,0.75,3.94,0,0,0.890604167
4,0.75,3.94,0,0,0.890604167
2,0.7,3.9,0,0,0.884
5,0.5,3.94,0,0,0.857916667
4,0.75,26.82,0,0,0.850084211
1,0.75,26.82,0,0,0.85007069
3,0.8,30.1,0,1,0.800511068
12,0.8,15.26,0,0,0.800401961
11,0.8,11.41,0,0,0.800034503
11,0.8,2.9,0,0,0.755208333
9,0.75,18.79,0,0,0.750371895
10,0.7,21.82,0,0,0.700422
2,0.7,16.1,0,1,0.700106061
6,0.6,23.41,0,1,0.601037091
8,0.6,30.48,0,1,0.600528571
5,0.5,26.82,0,1,0.500033898
8,0.6,3.9,0,0,0.4509375
10,0.7,2.9,0,0,0.441041667
6,0.6,2.9,0,0,0.271875
11,0.8,2.9,0,0,0.960625
12,0.8,4.6,0,0,0.902962963
5,0.6,3.94,0,0,0.864342593
4,0.75,26.82,0,0,0.850446154
1,0.75,26.82,0,0,0.850426891
9,0.75,2.9,0,0,0.841
3,0.8,30.1,0,1,0.800842424
12,0.8,15.26,0,0,0.800401961
11,0.8,11.41,0,0,0.800034503
3,0.8,4.6,0,0,0.795416667
4,0.75,3.94,0,0,0.7953875
1,0.75,3.94,0,0,0.794566667
9,0.75,18.79,0,0,0.750395513
2,0.7,16.1,0,1,0.700516224
10,0.7,21.82,0,0,0.700422
2,0.7,3.9,0,0,0.6825
6,0.65,23.41,0,1,0.650962281
8,0.65,30.48,0,1,0.650421429
5,0.6,26.82,0,1,0.600040678
7,0.5,30.48,0,1,0.500610909
10,0.7,2.9,0,0,0.477291667
8,0.65,3.9,0,0,0.2640625
12,0.8,4.6,0,0,0.92
5,0.6,3.94,0,0,0.909391667
1,0.75,26.82,0,0,0.900061017
3,0.8,4.6,0,0,0.894444444
4,0.75,3.94,0,0,0.881575
1,0.75,3.94,0,0,0.880754167
4,0.75,26.82,0,0,0.850084211
9,0.75,2.9,0,0,0.821666667
12,0.8,15.26,0,0,0.800401961
3,0.8,30.1,0,1,0.800071839
11,0.8,11.41,0,0,0.800034503
11,0.8,2.9,0,0,0.758229167
10,0.75,21.82,0,0,0.750608
9,0.75,18.79,0,0,0.750395513
2,0.7,3.9,0,0,0.741
8,0.7,30.48,0,1,0.700505263
6,0.7,23.41,0,1,0.700246491
2,0.7,16.1,0,1,0.700051852
5,0.65,26.82,0,1,0.650044068
7,0.6,30.48,0,1,0.630402924
8,0.65,3.9,0,0,0.560625
7,0.5,3.9,0,0,0.560625
10,0.7,2.9,0,0,0.39875
12,0.8,4.6,0,0,0.922839506
11,0.8,2.9,0,0,0.874027778
2,0.75,3.9,0,0,0.819270833
4,0.75,3.94,0,0,0.813309028
1,0.75,3.94,0,0,0.812625
12,0.8,15.26,0,0,0.800401961
3,0.8,30.1,0,1,0.800071839
11,0.8,11.41,0,0,0.800034503
3,0.8,4.6,0,0,0.786631944
5,0.7,3.94,0,0,0.75885
10,0.75,21.82,0,0,0.750608
9,0.75,18.79,0,0,0.750347333
2,0.75,16.1,0,1,0.750140741
1,0.75,26.82,0,0,0.750050847
4,0.75,26.82,0,0,0.750050847
5,0.7,26.82,0,1,0.700556897
8,0.7,30.48,0,1,0.700505263
6,0.7,23.41,0,1,0.700246491
7,0.65,30.48,0,1,0.650596491
10,0.75,2.9,0,0,0.628333333
8,0.7,3.9,0,0,0.625625
7,0.65,3.9,0,0,0.625625
9,0.75,2.9,0,0,0.505888889
6,0.7,2.9,0,0,0.394722222
