targeted_productivity,smv,over_time,incentive,no_of_workers,actual_productivity
0.8,22.52,6840,100,57,0.950185965
0.8,22.52,6960,100,58,0.949981609
0.75,3.94,1320,0,11,0.919954545
0.8,22.52,5460,63,56.5,0.800434622
0.8,15.26,2040,50,35,0.800259023
0.8,4.08,1080,0,9,0.778222222
0.75,29.12,6960,34,58,0.750593103
0.7,25.31,5760,60,54,0.700513566
0.7,18.79,4020,30,33.5,0.700184577
0.7,24.26,6660,0,55.5,0.586465465
0.7,24.26,6720,0,56,0.541517857
0.8,4.3,1440,0,12,0.5375
0.7,2.9,960,0,8,0.495416667
0.6,30.1,6960,0,58,0.415172414
0.8,22.52,6900,100,57.5,1.05028058
0.8,22.52,6840,113,57,1.000230409
0.8,22.52,6720,113,56,0.999995238
0.8,3.94,2160,0,18,0.966759259
0.8,3.94,1200,0,10,0.929183333
0.7,4.15,3000,0,25,0.915766667
0.8,22.52,6900,88,57.5,0.900147246
0.8,15.26,4080,38,34,0.800401961
0.8,22.52,6960,50,58,0.799963218
0.7,3.94,960,0,8,0.779791667
0.75,3.94,960,0,8,0.755166667
0.7,18.79,3360,30,33,0.700710417
0.7,24.26,6960,0,58,0.700612069
0.7,10.05,6120,60,53,0.700278846
0.7,29.12,6840,0,57,0.700135088
0.8,4.08,1080,0,9,0.687555556
0.65,30.1,5820,0,58.5,0.650834808
0.7,2.9,960,0,8,0.531666667
0.35,30.1,6060,23,55.5,0.350706422
0.8,22.52,6780,113,56.5,1.000446018
0.8,22.52,6900,113,57.5,1.000018551
0.8,22.52,6720,113,56,0.999995238
0.8,3.94,2640,0,22,0.999924242
0.8,22.52,6840,100,57,0.950185965
0.7,2.9,960,0,8,0.9425
0.8,4.08,1080,0,9,0.906666667
0.7,3.94,1200,0,10,0.8471
0.8,3.94,1440,0,12,0.845458333
0.8,15.26,720,38,34,0.800612676
0.8,29.12,6960,50,58,0.799963218
0.8,3.94,960,0,8,0.771583333
0.75,10.05,2520,34,26,0.7504
0.7,18.79,2760,30,33,0.700079032
0.7,30.1,6960,0,58,0.562212644
0.07,24.26,6960,0,58,0.522844828
0.5,30.1,6360,23,53,0.500720126
0.7,24.26,6840,0,57,0.496549708
0.8,3.94,3000,0,25,1.050666667
0.8,22.52,6900,113,58,1.000018551
0.8,22.52,6840,100,57,0.950185965
0.8,22.52,6780,88,57,0.900135693
0.8,22.52,6720,88,56,0.900129762
0.8,4.08,1080,0,9,0.899111111
0.8,3.94,1200,0,10,0.870083333
0.75,2.9,960,0,8,0.845833333
0.8,15.26,4080,63,34,0.800401961
0.8,29.12,6960,50,58,0.799963218
0.8,3.94,960,0,8,0.771583333
0.75,18.79,1560,34,33,0.750520115
0.75,10.05,3240,45,27,0.750027778
0.7,3.94,1200,0,10,0.715766667
0.7,24.26,6960,0,58,0.662270115
0.6,30.1,6780,30,57,0.600224189
0.7,30.1,7500,0,59,0.545657673
0.8,4.3,960,0,8,0.447916667
0.7,24.26,6840,0,57,0.365318713
0.8,22.52,6900,113,57.5,1.000018551
0.7,4.15,1440,0,12,0.928680556
0.8,22.52,6720,88,56,0.9008
0.8,22.52,6780,88,56.5,0.900135693
0.8,22.52,6720,88,56,0.900129762
0.8,3.94,1200,0,10,0.893066667
0.8,4.08,1080,0,9,0.891555556
0.8,3.94,2160,0,18,0.875555556
0.7,4.15,1800,0,15,0.840888889
0.8,15.26,2880,63,34,0.800355208
0.8,29.12,6960,50,58,0.799963218
0.75,18.79,3960,34,33,0.75065101
0.75,10.05,3240,45,27,0.750027778
0.7,30.1,7020,0,58.5,0.700618234
0.75,2.9,960,0,8,0.610208333
0.8,3.94,960,0,8,0.607416667
0.65,30.1,6780,44,56.5,0.568259587
0.7,24.26,6960,0,58,0.355534483
0.7,24.26,6840,0,57,0.353259649
0.8,3.94,2160,0,18,1.057962963
0.8,3.94,1200,0,10,0.962016667
0.8,22.52,120,88,56,0.9008
0.8,22.52,3600,70,57,0.900509044
0.8,22.52,360,70,57,0.900477825
0.75,2.9,960,0,8,0.888125
0.8,15.26,4080,63,34,0.800401961
0.8,22.52,5400,50,57,0.800161172
0.8,29.12,6960,50,58,0.799963218
0.7,30.1,3300,50,57,0.790003236
0.75,10.05,0,45,54,0.750648148
0.35,4.15,1800,0,15,0.707111111
0.7,30.1,7020,40,58,0.700618234
0.8,3.94,960,0,8,0.697708333
0.75,18.79,4080,0,34,0.612517157
0.35,30.1,6960,0,58,0.350301724
0.35,30.1,6960,0,58,0.350301724
0.8,4.08,1080,0,9,0.272
0.8,4.08,1080,0,9,1.004888889
0.8,3.94,2160,0,18,0.966759259
0.8,22.52,0,88,56,0.90063244
0.8,22.52,0,88,57,0.90047076
0.8,22.52,0,88,57,0.90047076
0.8,22.52,0,88,57,0.899984058
0.8,3.94,1440,0,12,0.853666667
0.8,29.12,2160,38,58,0.8008
0.8,15.26,4080,50,34,0.800401961
0.7,4.15,1800,0,15,0.796755556
0.75,18.79,2400,0,34,0.750797009
0.8,10.05,3240,34,54,0.750648148
0.75,30.1,7020,45,58,0.750356125
0.35,4.15,960,0,8,0.703770833
0.7,30.1,7020,40,58,0.700618234
0.8,3.94,960,0,8,0.6895
0.75,2.9,960,0,8,0.628333333
0.5,30.1,6960,23,58,0.500801724
0.5,30.1,6960,30,58,0.393548851
0.7,4.15,1800,0,15,1.033155556
0.8,4.08,1080,0,9,1.02
0.8,22.52,0,90,57.5,1.000344928
0.8,22.52,0,113,57,1.000065789
0.35,4.15,1440,0,12,0.994375
0.8,3.94,2160,0,18,0.912037037
0.7,4.15,240,0,2,0.87
0.8,22.52,0,75,56,0.850364583
0.8,18.79,3480,38,34,0.800947475
0.8,15.26,4080,50,34,0.800401961
0.8,29.12,3240,50,58,0.800144144
0.75,30.1,7380,56,59.5,0.750406233
0.6,30.1,4560,30,58,0.714410494
0.7,30.1,5940,40,59.5,0.700588406
0.8,3.94,1440,0,12,0.618361111
0.6,30.1,3360,23,58,0.600070513
0.8,3.94,960,0,8,0.54175
0.8,22.52,6840,0,57,0.536901754
0.35,11.41,3240,0,52,0.507903226
0.8,22.52,0,138,57,1.100483918
0.7,4.15,1800,0,15,1.096633333
0.8,22.52,0,113,57.5,1.000344928
0.8,4.08,1080,0,9,0.838666667
0.8,15.26,4080,50,34,0.800401961
0.35,4.15,1440,0,12,0.755486111
0.75,30.1,7080,56,59,0.750799435
0.8,18.79,3960,0,33,0.688017677
0.8,3.94,1440,0,12,0.664875
0.8,3.94,960,0,8,0.656666667
0.7,30.1,7080,0,59,0.637711864
0.8,3.94,2160,0,18,0.601944444
0.7,4.15,240,0,2,0.58
0.65,30.1,7080,0,59,0.535677966
0.5,11.41,2280,0,55,0.50012336
0.8,29.12,6960,0,58,0.497885057
0.65,30.1,7080,0,59,0.463403955
0.8,22.52,6000,0,50,0.441392
0.35,30.1,6960,0,58,0.350301724
0.8,22.52,6840,113,57,1.000230409
0.7,4.15,1800,0,15,0.929277778
0.75,4.15,2400,0,20,0.902916667
0.8,4.08,1080,0,9,0.800888889
0.8,15.26,4080,63,34,0.800401961
0.8,22.52,3660,63,57,0.80037492
0.8,3.94,1440,0,12,0.796208333
0.75,30.1,7140,0,59,0.750392157
0.75,30.1,7140,56,59,0.750392157
0.7,4.15,960,0,8,0.725625
0.7,30.1,5160,0,60,0.700206125
0.7,30.1,7200,0,60,0.602
0.6,11.41,2280,23,55,0.600447507
0.8,18.79,4080,0,34,0.557252451
0.5,30.1,6960,30,58,0.500801724
0.8,2.9,960,0,8,0.483333333
0.8,3.94,960,0,8,0.238041667
0.8,3.94,960,0,8,1.1204375
0.8,3.94,960,0,8,1.108125
0.8,22.52,6840,113,57,1.000230409
0.8,4.08,1080,0,9,0.876444444
0.8,15.26,1440,50,34,0.800806306
0.75,4.15,240,0,2,0.760833333
0.8,30.1,7140,0,59.5,0.722568627
0.6,2.9,1200,0,10,0.715333333
0.7,30.1,7080,0,59,0.700632768
0.7,30.1,5880,40,59,0.700573099
0.75,18.79,4080,0,34,0.681598039
0.65,11.41,2640,23,53,0.650223718
0.7,4.15,960,0,8,0.605208333
0.8,2.9,960,0,8,0.604166667
0.75,30.1,7140,0,59.5,0.598627451
0.6,30.1,6960,30,58,0.475718391
0.8,22.52,6900,0,57.5,0.432122899
0.75,4.15,2400,0,20,0.287041667
0.5,18.79,5280,0,54,0.283054487
0.8,22.52,6840,113,57,1.000230409
0.8,3.94,1200,0,10,0.960433333
0.8,4.08,1080,0,9,0.891555556
0.5,4.15,960,0,8,0.864583333
0.65,30.1,600,63,58,0.802243319
0.8,30.1,0,0,59,0.800980392
0.8,15.26,3720,38,34,0.800312375
0.8,2.9,960,0,8,0.773333333
0.75,18.79,3960,0,33,0.75065101
0.75,30.1,7020,0,58,0.750356125
0.75,4.15,1800,0,15,0.722333333
0.7,30.1,600,30,59,0.700459889
0.75,4.15,1200,0,10,0.629416667
0.7,30.1,7080,27,59,0.621971751
0.7,11.41,2160,30,54,0.565972222
0.6,18.22,5280,0,44,0.35542803
0.6,18.79,5400,0,54,0.329964879
0.7,4.15,1800,0,15,0.258
0.8,22.52,6840,113,57,1.000230409
0.8,3.94,960,0,8,0.927541667
0.7,5.13,1200,0,10,0.91375
0.8,5.13,1080,0,9,0.9025
0.8,15.26,4080,38,34,0.800401961
0.5,5.13,1800,0,15,0.7866
0.75,18.79,3360,0,33,0.750621354
0.75,30.1,7020,45,58,0.750356125
0.8,2.9,960,0,8,0.749166667
0.7,30.1,840,30,59,0.700888203
0.7,11.41,3420,30,56,0.700614035
0.7,30.1,6960,50,58,0.700603448
0.75,5.13,960,0,8,0.656666667
0.8,30.1,7140,0,59,0.653431373
0.65,18.79,5520,0,51,0.650134
0.6,29.4,0,23,58,0.600982906
0.8,3.94,960,0,8,0.586041667
0.8,5.13,1800,0,15,0.5814
0.5,30.33,6720,0,56,0.361071429
0.65,18.22,0,0,49,0.302117347
0.8,5.13,1200,0,10,0.9918
0.8,2.9,1440,0,12,0.936861111
0.8,5.13,1440,0,12,0.919125
0.7,11.41,3360,30,56,0.8211125
0.8,30.1,480,50,58,0.800980392
0.8,30.1,0,0,59,0.800980392
0.8,15.26,4080,63,34,0.800401961
0.8,22.52,3960,63,57,0.800279693
0.75,18.79,3960,34,33,0.75065101
0.75,30.1,2280,45,59,0.75053268
0.75,5.13,960,0,8,0.734645833
0.7,30.1,0,40,58,0.700603448
0.7,18.79,4560,30,51,0.70009573
0.7,5.13,960,0,8,0.671875
0.8,3.94,960,0,8,0.64025
0.7,5.13,960,0,8,0.58
0.8,3.94,960,0,8,0.549791667
0.6,30.33,6840,0,57,0.328131579
0.7,19.68,5640,0,47,0.303574468
0.5,5.13,960,0,8,0.2565
0.65,29.4,4560,0,57,0.251399254
0.5,5.13,2880,0,12,0.81640625
0.8,15.26,1080,38,34,0.800711494
0.8,22.52,3840,63,57,0.800470513
0.8,30.1,7020,63,58.5,0.800094017
0.8,30.1,600,63,59.5,0.799982853
0.8,2.9,4320,0,18,0.785864198
0.75,18.79,3960,56,33,0.75065101
0.8,3.94,2400,0,10,0.733277778
0.8,5.13,3600,0,15,0.710125
0.7,30.1,6960,50,58,0.700603448
0.7,11.41,3480,30,58,0.700540441
0.7,29.4,6240,0,57,0.7
0.75,5.13,1920,0,8,0.684027778
0.7,5.13,1920,0,8,0.672135417
0.7,18.79,6120,30,51,0.638614379
0.75,5.13,1920,0,8,0.631354167
0.75,30.1,0,0,59,0.611140537
0.8,5.13,2160,0,9,0.609583333
0.65,30.33,6840,0,57,0.585315789
0.7,19.68,5760,0,48,0.249416667
0.5,5.13,1800,0,15,0.8721
0.8,2.9,960,0,8,0.8319375
0.8,5.13,4800,0,20,0.8300625
0.6,2.9,2880,0,12,0.805555556
0.8,15.26,4080,63,34,0.800401961
0.8,30.1,5820,63,59,0.80000295
0.8,5.13,2400,0,10,0.78375
0.8,3.94,2400,0,10,0.753525
0.75,18.79,3960,45,33,0.75065101
0.8,3.94,2880,0,12,0.727349537
0.7,29.4,6840,40,57,0.700614035
0.7,30.33,6840,0,57,0.700605263
0.75,11.41,3480,0,58,0.672140805
0.7,18.79,3240,30,57,0.627011183
0.7,30.1,8160,33,58,0.626577778
0.7,21.25,6000,0,50,0.456875
0.75,30.1,6960,0,58,0.393548851
0.8,3.94,960,0,8,0.385791667
0.8,30.1,5700,0,60,0.307501459
0.7,5.13,960,0,8,0.283958333
0.8,3.94,2400,0,20,0.955791667
0.7,5.13,960,0,8,0.930416667
0.8,5.13,1080,0,9,0.9025
0.8,5.13,2160,0,18,0.87115
0.8,15.26,4080,63,34,0.800401961
0.8,30.1,7140,38,59,0.800137255
0.8,30.1,7140,38,59,0.800137255
0.75,30.1,6960,45,58,0.750770115
0.75,18.79,3960,45,33,0.75065101
0.75,11.41,2820,0,58,0.750293939
0.7,30.33,2160,30,58,0.700623
0.7,29.4,6840,40,57,0.700614035
0.7,29.4,6960,30,58,0.700362069
0.7,18.79,6000,40,50,0.60128
0.7,21.25,6000,0,50,0.417916667
0.8,2.9,960,0,8,0.3715625
0.8,2.9,960,0,8,0.3715625
0.8,5.13,960,0,8,0.36871875
0.7,5.13,960,0,8,0.356458333
0.7,2.9,1800,0,15,0.902222222
0.8,4.6,1440,0,12,0.811388889
0.8,15.26,4080,50,34,0.800401961
0.8,30.1,7140,50,60,0.800137255
0.8,30.1,6480,50,59,0.800071839
0.7,4.6,960,0,8,0.791458333
0.75,30.1,5640,45,59,0.750727326
0.75,18.79,3360,45,33,0.75065101
0.75,11.61,3360,34,57,0.750437269
0.75,29.4,5340,45,60,0.750176991
0.75,2.9,1800,0,15,0.726933333
0.7,2.9,1800,0,15,0.726933333
0.7,30.33,1680,30,59,0.700623
0.7,29.4,4560,40,58,0.700518519
0.7,18.79,3000,30,52,0.700256795
0.7,2.9,960,0,8,0.5046875
0.7,21.25,6360,0,53,0.471108491
0.7,3.9,960,0,8,0.325
0.6,22.53,5040,0,42,0.268214286
0.75,18.79,6240,56,52,0.970816667
0.8,4.6,1080,0,9,0.902962963
0.8,4.6,2400,0,20,0.900833333
0.8,4.6,1800,0,15,0.899555556
0.7,2.9,1200,0,10,0.845833333
0.8,30.1,4080,50,59,0.800808642
0.8,15.26,4080,50,34,0.800401961
0.8,30.1,7080,50,59,0.800115819
0.75,18.79,3960,45,33,0.75065101
0.75,11.61,3360,45,57,0.750503571
0.75,29.4,6960,45,58,0.750206897
0.7,29.4,6960,30,58,0.700362069
0.7,30.33,3960,30,58,0.700069811
0.7,21.82,6240,0,52,0.700058333
0.75,4.6,960,0,8,0.676666667
0.7,4.6,960,0,8,0.658541667
0.8,30.1,1200,49,59,0.598792339
0.65,22.53,5040,0,42,0.581130952
0.7,3.9,960,0,8,0.440375
0.75,2.9,960,0,8,0.410833333
0.7,2.9,960,0,8,0.410833333
0.8,4.6,6300,0,15,0.921703704
0.8,4.6,7560,0,18,0.921604938
0.8,30.1,4080,50,59,0.800808642
0.8,11.61,2820,50,57,0.800516667
0.8,15.26,4080,63,34,0.800401961
0.5,3.94,3360,0,8,0.768847222
0.75,18.79,3960,45,33,0.75065101
0.75,29.4,6840,45,57,0.750473684
0.75,18.79,5640,45,52,0.750371895
0.75,29.4,6960,56,58,0.750206897
0.7,21.82,3240,0,52,0.700251773
0.7,30.33,6960,0,58,0.66237931
0.8,4.6,3780,0,9,0.590617284
0.7,3.9,960,0,8,0.5565625
0.8,30.1,7080,32,59,0.495617514
0.35,27.48,6840,38,57,0.449964912
0.7,2.9,3360,0,8,0.410833333
0.75,2.9,960,0,8,0.4078125
0.35,26.66,6600,23,55,0.378895152
0.75,4.6,3360,0,8,0.376597222
0.75,2.9,3360,0,8,0.271875
0.8,4.6,6300,0,15,0.921703704
0.8,4.6,7560,0,18,0.921604938
0.8,11.61,0,50,58,0.800779018
0.8,15.26,1700,62,34,0.800260821
0.8,30.1,840,38,59,0.799982853
0.5,3.94,3360,0,8,0.768847222
0.75,29.4,4440,45,57,0.750716981
0.75,18.79,3960,45,33,0.75065101
0.75,29.4,4560,56,58,0.750425926
0.75,18.79,6240,45,52,0.750395513
0.7,21.82,6120,40,51,0.700236601
0.7,30.33,4560,0,58,0.700211111
0.8,4.6,3780,0,9,0.590617284
0.7,3.9,960,0,8,0.5565625
0.5,27.48,6840,30,57,0.550403509
0.5,26.66,6840,30,57,0.550349708
0.5,26.66,6960,23,58,0.500258046
0.7,2.9,3360,0,8,0.410833333
0.75,2.9,960,0,8,0.4078125
0.75,4.6,3360,0,8,0.376597222
0.75,2.9,3360,0,8,0.271875
0.8,4.6,10500,0,25,0.936355556
0.75,4.6,3360,0,8,0.813611111
0.8,15.26,4080,63,34,0.800401961
0.75,29.4,6240,56,57,0.75075
0.75,18.79,3960,45,33,0.75065101
0.75,29.4,6840,45,57,0.750473684
0.75,18.79,6240,34,52,0.750395513
0.6,27.48,6720,38,56,0.707446429
0.7,21.82,5640,30,52,0.700236601
0.6,26.66,6840,38,57,0.700019883
0.7,30.33,1800,0,58,0.683550607
0.8,11.61,0,50,57,0.682433036
0.6,3.94,960,0,8,0.673083333
0.7,2.9,3360,0,8,0.664583333
0.6,26.66,6840,23,57,0.600239766
0.7,3.9,960,0,8,0.585
0.8,30.1,6960,0,58,0.579511494
0.6,3.94,3360,0,8,0.448722222
0.75,2.9,960,0,8,0.447083333
0.8,4.6,3360,0,8,0.350416667
0.7,3.9,1200,0,10,0.92885
0.8,4.6,10080,0,24,0.86037037
0.65,3.94,960,0,8,0.806879167
0.65,26.66,6840,65,57,0.800579532
0.8,15.26,4080,63,34,0.800401961
0.75,2.9,1200,0,10,0.8004
0.8,11.61,0,50,57,0.800309211
0.8,29.4,4680,50,57,0.800149813
0.8,30.1,7080,0,59,0.800115819
0.75,4.6,3360,0,8,0.773333333
0.75,18.79,2880,34,33,0.750797009
0.75,29.4,6840,45,57,0.750473684
0.75,18.79,6240,45,52,0.750395513
0.65,26.66,6780,55,57,0.750254867
0.65,27.48,6720,34,56,0.700903571
0.7,21.82,3600,30,51,0.70013604
0.7,2.9,3360,0,8,0.632361111
0.8,4.6,3780,0,9,0.607654321
0.65,3.94,3360,0,8,0.537919444
0.8,4.6,3360,0,8,0.342361111
0.8,4.6,4200,0,10,0.999533333
0.8,4.6,6300,0,15,0.902962963
0.8,11.41,0,50,56,0.800701754
0.7,26.66,6960,60,58,0.800566092
0.8,15.26,4080,50,34,0.800401961
0.8,29.4,6840,50,57,0.800333333
0.8,30.1,7080,50,59,0.800115819
0.7,26.66,6960,50,58,0.750770115
0.75,29.4,6840,56,57,0.750473684
0.75,18.79,6240,34,52,0.750395513
0.75,20.2,3120,45,33,0.750212553
0.75,4.6,3360,0,8,0.702777778
0.7,27.48,6840,30,57,0.700659649
0.7,21.82,5040,30,51,0.699984417
0.8,4.6,3780,0,9,0.636049383
0.4,3.9,6300,0,15,0.567377778
0.7,3.94,3360,0,8,0.555430556
0.7,3.94,3360,0,8,0.555430556
0.7,2.9,3360,0,8,0.463194444
0.7,4.6,3360,0,8,0.354444444
0.75,2.9,3360,0,8,0.309333333
0.4,15.28,5400,0,45,0.30277037
0.8,4.6,1200,0,10,0.939166667
0.8,4.6,960,0,8,0.930416667
0.8,4.6,1080,0,9,0.885925926
0.75,2.9,960,0,8,0.83375
0.7,3.94,960,0,8,0.806879167
0.7,3.94,960,0,8,0.806058333
0.8,11.41,0,38,56,0.800701754
0.8,15.26,4080,50,34,0.800401961
0.8,29.4,6840,63,57,0.800333333
0.8,30.1,3960,50,59,0.800055762
0.7,26.82,6960,60,58,0.799975862
0.7,26.82,6960,50,58,0.750651724
0.75,18.79,6240,34,52,0.750395513
0.7,27.48,6960,40,58,0.700424138
0.7,21.82,5760,30,53,0.700058333
0.8,4.6,8400,0,20,0.684888889
0.7,4.6,960,0,8,0.592083333
0.5,3.9,960,0,8,0.5403125
0.8,29.4,6840,0,57,0.433263158
0.5,15.28,5520,0,46,0.404144928
0.75,18.79,3960,0,33,0.332146465
0.8,4.6,2640,0,22,0.980984848
0.6,3.9,960,0,8,0.950625
0.8,2.9,1200,0,10,0.927291667
0.8,4.6,1080,0,9,0.868888889
0.7,3.94,960,0,8,0.812625
0.7,3.94,960,0,8,0.812625
0.8,4.6,1800,0,15,0.810111111
0.8,11.41,3420,50,56,0.800701754
0.8,29.4,1800,63,57,0.800534979
0.8,15.26,4080,50,34,0.800401961
0.7,26.82,6960,50,58,0.750651724
0.75,18.79,6240,45,52,0.750395513
0.7,26.82,7080,50,59,0.750050847
0.7,27.48,6960,40,58,0.700424138
0.7,21.82,6000,30,50,0.700422
0.6,15.28,1320,0,46,0.600099145
0.75,2.9,960,0,8,0.453125
0.8,30.1,1200,0,59,0.366053523
0.35,22.53,2640,0,39,0.26369382
0.8,4.6,1080,0,9,0.868888889
0.8,15.26,4080,75,34,0.850520588
0.7,26.82,8160,70,58,0.850045
0.8,4.6,6000,0,25,0.825444444
0.35,3.94,2400,0,10,0.80575
0.7,26.82,6960,60,58,0.800746552
0.8,29.4,6840,63,57,0.800578947
0.8,11.41,3420,50,58,0.800034503
0.5,2.9,960,0,8,0.7975
0.75,18.79,3480,45,51,0.749987124
0.7,21.82,6000,30,50,0.700422
0.7,3.94,960,0,8,0.664875
0.7,3.94,960,0,8,0.664875
0.8,2.9,960,0,8,0.657083333
0.65,16.1,4200,0,45,0.65024031
0.8,4.6,3600,0,15,0.590740741
0.65,3.9,1920,0,8,0.528125
0.5,23.41,2280,0,39,0.500528095
0.7,27.48,6960,24,58,0.408960345
0.8,4.6,1440,0,12,0.951944444
0.8,4.6,1080,0,9,0.945555556
0.75,2.9,1080,0,9,0.929074074
0.75,3.94,960,0,8,0.890604167
0.75,3.94,960,0,8,0.890604167
0.7,3.9,1200,0,10,0.884
0.5,3.94,960,0,8,0.857916667
0.75,26.82,6840,65,57,0.850084211
0.75,26.82,6960,65,58,0.85007069
0.8,30.1,3360,50,57,0.800511068
0.8,15.26,4080,63,34,0.800401961
0.8,11.41,3420,50,58,0.800034503
0.8,2.9,960,0,8,0.755208333
0.75,18.79,5640,45,52,0.750371895
0.7,21.82,6000,30,50,0.700422
0.7,16.1,4800,30,45,0.700106061
0.6,23.41,2520,23,38,0.601037091
0.6,30.48,6720,0,56,0.600528571
0.5,26.82,7080,23,59,0.500033898
0.6,3.9,960,0,8,0.4509375
0.7,2.9,960,0,8,0.441041667
0.6,2.9,960,0,8,0.271875
0.8,2.9,0,960,8,0.960625
0.8,4.6,0,1080,9,0.902962963
0.6,3.94,0,2880,12,0.864342593
0.75,26.82,7020,65,58,0.850446154
0.75,26.82,7140,65,59,0.850426891
0.75,2.9,0,3600,15,0.841
0.8,30.1,5160,50,58,0.800842424
0.8,15.26,4080,63,34,0.800401961
0.8,11.41,3420,50,58,0.800034503
0.8,4.6,0,1440,12,0.795416667
0.75,3.94,0,960,8,0.7953875
0.75,3.94,0,960,8,0.794566667
0.75,18.79,6240,45,52,0.750395513
0.7,16.1,5520,30,45,0.700516224
0.7,21.82,6000,30,50,0.700422
0.7,3.9,0,1200,10,0.6825
0.65,23.41,4560,35,38,0.650962281
0.65,30.48,6720,26,56,0.650421429
0.6,26.82,7080,23,59,0.600040678
0.5,30.48,6600,0,55,0.500610909
0.7,2.9,0,960,8,0.477291667
0.65,3.9,0,960,8,0.2640625
0.8,4.6,1080,0,9,0.92
0.6,3.94,1440,0,12,0.909391667
0.75,26.82,7080,75,59,0.900061017
0.8,4.6,1440,0,12,0.894444444
0.75,3.94,960,0,8,0.881575
0.75,3.94,960,0,8,0.880754167
0.75,26.82,5880,65,59,0.850084211
0.75,2.9,1800,0,15,0.821666667
0.8,15.26,4080,63,34,0.800401961
0.8,30.1,6960,63,58,0.800071839
0.8,11.41,3420,50,58,0.800034503
0.8,2.9,960,0,8,0.758229167
0.75,21.82,6000,34,50,0.750608
0.75,18.79,6240,45,52,0.750395513
0.7,3.9,960,0,8,0.741
0.7,30.48,6840,30,57,0.700505263
0.7,23.41,4560,30,38,0.700246491
0.7,16.1,5400,40,45,0.700051852
0.65,26.82,7080,26,59,0.650044068
0.6,30.48,6840,25,57,0.630402924
0.65,3.9,960,0,8,0.560625
0.5,3.9,960,0,8,0.560625
0.7,2.9,960,0,8,0.39875
0.8,4.6,2160,0,9,0.922839506
0.8,2.9,2400,0,10,0.874027778
0.75,3.9,1920,0,8,0.819270833
0.75,3.94,1920,0,8,0.813309028
0.75,3.94,1920,0,8,0.812625
0.8,15.26,4080,63,34,0.800401961
0.8,30.1,6960,63,58,0.800071839
0.8,11.41,3420,50,58,0.800034503
0.8,4.6,1920,0,8,0.786631944
0.7,3.94,1440,0,12,0.75885
0.75,21.82,6000,34,50,0.750608
0.75,18.79,5040,45,52,0.750347333
0.75,16.1,5400,45,45,0.750140741
0.75,26.82,7080,45,59,0.750050847
0.75,26.82,7080,45,59,0.750050847
0.7,26.82,6960,30,58,0.700556897
0.7,30.48,6840,30,57,0.700505263
0.7,23.41,4560,40,38,0.700246491
0.65,30.48,6840,26,57,0.650596491
0.75,2.9,960,0,8,0.628333333
0.7,3.9,960,0,8,0.625625
0.65,3.9,960,0,8,0.625625
0.75,2.9,1800,0,15,0.505888889
0.7,2.9,720,0,6,0.394722222
